ID,Text,BG Color,Sticky type,Border line,Position X,Position Y,Area,Link to,Last Updated By,Last Updated,Last Content Edited By,Last Content Edited,Tags,Integration Labels
89-1751855579883,I guess the review page gives me another chance and the edit button gives me a chance rather than having to hit the back button,#9EDCFA,3x3,NO,20980.00,9747.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-07-08T01:45:53-07:00,[],[]
51-1751855579883,this is good here (income deducible summary card),#9EDCFA,3x3,NO,21142.00,9747.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
41-1751334759857,"Anything confusing? Nothing other than the stuff already mentioned. Likes the boxes, likes the summary",#AAED92,3x3,NO,20656.00,9909.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
17-1751303053656,"Red prototype: if there's something that I'm changing, why do I have to re-enter everything that hasn't changed? I'd expect Option Green if I've never entered information before",#D8D8B1,3x3,NO,20818.00,9585.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
44-1751303053656,Efficiency rating: 1-2 (presuming you have all the information and nothing is incorrect),#D8D8B1,3x3,NO,21142.00,9585.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
67-1751303053656,Prefers option red for financial info section,#D8D8B1,3x3,NO,20980.00,9585.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
16-1751303053656,"Preference: summary cards or form fields?OPTION RED""Personally if I'm reviewing I want to see (a summary of) it. I don't want to say ""yes this changed"" and change it.""",#D8D8B1,3x3,NO,20656.00,9585.32,Likes Red's Financial Review,,Hieu Vo,2025-07-21T09:57:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
71-1751965316751,"Likes this option over the card option, can edit right away. Cuts step away from edit box - unless edit can be done right there instead of opening another page",#FADAB3,3x3,NO,21605.86,8912.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
279-1751965316751,I like this because I want to focus on the current year,#FADAB3,3x3,NO,21119.86,8912.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
217-1751965316751,Comparing sections:I actually think this one was faster,#FADAB3,3x3,NO,21281.86,8912.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
294-1751965316751,"""this gives the blank slate of what you can input"" vs. having the information from previous years in a gray box",#FADAB3,3x3,NO,21443.86,8912.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
96-1751855579883,I guess since the information is required I'd go get it. Maybe just stress that you have to gather this information because you have to put it in.,#9EDCFA,3x3,NO,21281.86,9074.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
87-1751406582449,"on this form, you don't give me anything to edit. Doesn't give me that function to edit.",#86E6D9,3x3,NO,21119.86,9074.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
39-1751303053656,"In terms of functionality, nothing in Option Green was confusing, aside from that one question",#D8D8B1,3x3,NO,21281.86,8750.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
5-1751303053656,"Why?""You're not giving me what I reported last year...I don't even have a guide to go off of""",#D8D8B1,3x3,NO,21605.86,8750.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
10-1751303053656,"""Seems to be efficient, outside of the little gripes that I gave you""",#D8D8B1,3x3,NO,21443.86,8750.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
36-1751303053656,"Why? The red version had the previous information, that was helpful. This has nothing. That's frustrating",#D8D8B1,3x3,NO,21119.86,8750.74,Option Green is more efficient,,Hieu Vo,2025-07-21T09:55:44-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
23-1751965316751,Prefers green prototype,#FADAB3,3x3,NO,20502.00,8912.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
35-1751855579883,"the first one simpler, not to fill out, second had info on there not necessary being confused by that",#9EDCFA,3x3,NO,20826.00,8750.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
123-1751855579883,Would prefer to see Green on VA.gov,#9EDCFA,3x3,NO,20502.00,8750.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
183-1751855579883,The Green is simpler,#9EDCFA,3x3,NO,20664.00,8750.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
60-1751498416214,"they are very similar, fine with either",#D8C7FF,3x3,NO,20664.00,9074.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
206-1751498416214,"Why? Separation of form subsections (showing address fields, etc.)",#D8C7FF,3x3,NO,20826.00,8912.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
243-1751498416214,"Preference? No strong preference, but Green a little bit more",#D8C7FF,3x3,NO,20502.00,9074.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
207-1751498416214,"Preference? It depends how much information you have to go through. If it's too much, it's easier to go through page by page. ",#D8C7FF,3x3,NO,20826.00,9074.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
34-1751303053656,"Why? ""Pretty straightforward""",#D8D8B1,3x3,NO,20664.00,8912.70,Option Green is simplier,,Hieu Vo,2025-07-21T09:54:50-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
2-1752022797288,Both forms- I think whichever you all choose would be alright with me. ,#FCF281,3x3,NO,19906.00,8750.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T17:59:58-07:00,[],[]
166-1751965352846,I don't like neither (prototype) because of the redundancy,#C0DA93,3x3,NO,20230.00,9074.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
118-1751964616384,"Both prototypes were easy, as far as working through them",#FCB6D4,3x3,NO,19744.00,9236.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
15-1751855579883,"Just hard , the previous form flow more of an explanation",#9EDCFA,3x3,NO,20068.00,8912.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
145-1751498416214,Is this easier than the other one? No,#D8C7FF,3x3,NO,19906.00,9074.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
12-1751498416214,Says this looks similar to previous form,#D8C7FF,3x3,NO,20068.00,9074.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
150-1751498416214,Compared to previous?It's similar,#D8C7FF,3x3,NO,19744.00,9074.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
10-1751419105986,No preference; wasn't clear on the distinction,#86E6D9,3x3,NO,20230.00,8912.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
71-1750984883138,Upon prompting of preference- I don't remember the last option in comparison. ,#FCF281,3x3,NO,19744.00,8750.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
70-1750984883138,"Indicates that he does not need to have 2 addresses, but does not notice any difference to display. ",#FCF281,3x3,NO,20068.00,8750.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
151-1750984883138,"Preference?""They look the same to me""""Simplicity is key""""I don't remember the last option...in comparison to this one""",#FCF281,3x3,NO,19744.00,8912.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
188-1750984883138,P1 does not seem to notice the box/card presentation,#FCF281,3x3,NO,19906.00,8912.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
194-1750984883138,"""I don't see anything different right now""",#FCF281,3x3,NO,20230.00,8750.61,No Preference for Green or Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
125-1751964616384,"Everything seems to be going to apps nowadays, towards a secure, web-based app. Is that what this is?",#FCB6D4,3x3,NO,25550.00,9236.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
95-1751498416214,no more like a task list or a bar.. this one just tells me 2 out of 3 but I feel like it was more than 2 out of 3,#D8C7FF,3x3,NO,25388.00,8912.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
96-1751498416214,help tell you how far you are in this process (a list),#D8C7FF,3x3,NO,25226.00,8912.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
13-1751498416214,would have liked a checklist,#D8C7FF,3x3,NO,25550.00,9074.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
10-1751498416214,"""when I'm doing credneitaling at hospital, it has a list to go through...""",#D8C7FF,3x3,NO,25550.00,8912.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
22-1751498416214,"when I am doing creds at a hospital.. a list of schools, prev job, reference, section with a list of things and filling out",#D8C7FF,3x3,NO,25388.00,9074.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
25-1751498416214,"would like check list tab on the side here of what you have filled out, green check mark",#D8C7FF,3x3,NO,25226.00,9074.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
172-1751498416214,"A task list ""helps tell you how far you are in this process""",#D8C7FF,3x3,NO,25064.00,9074.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
200-1751498416214,Ideally would love a section tab that shows what's coming up with a marker of what's done (A TASK LIST????????),#D8C7FF,3x3,NO,25064.00,8912.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
135-1751419105986,"Cognitive ease - ""I have confusion on why you want this information...you're having me work for this""",#86E6D9,3x3,NO,25388.00,9236.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
52-1751419105986,"Most pages when you log in give you your disability total, but hasn't seen it on either one",#86E6D9,3x3,NO,25226.00,9236.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
31-1751406582449,"when you log in you will see your disability total, they will tell you when you log in. NOt sure if you need that or not",#86E6D9,3x3,NO,25064.00,9236.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
41-1751329209704,Wants countdown or warning if short timeframe for filling out form,#D8D8B1,3x3,NO,25064.00,8750.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
43-1751329209704,"""I assume the screen times out after a certain time""",#D8D8B1,3x3,NO,25226.00,8750.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
38-1751303053656,Assumes for mailing address that there's a PO box option,#D8D8B1,3x3,NO,25388.00,8750.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
15-1751303053656,"Assumes ""postal"" field refers to PO box, not zip code. Doesn't see a PO box option.",#D8D8B1,3x3,NO,25550.00,8750.70,Potential Features,,Hieu Vo,2025-07-21T09:43:10-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
13-1751965316751,"More conditionals, to skip what isn't needed",#FADAB3,3x3,NO,26197.88,9806.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
235-1751965316751,Wants some way to just select information that's already in the system ,#FADAB3,3x3,NO,25873.88,9806.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
192-1751965316751,...but thinks that this way is forcing you to confirm the prefilled fields,#FADAB3,3x3,NO,26035.88,9806.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
179-1751498416214,Would prefer to be able to pull data from IRS or other data sources (or upload a return) to reduce typing error,#D8C7FF,3x3,NO,25873.88,9968.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
71-1751329209704,"Would want see summary and option to indiate ""yes, this has changed"" ",#D8D8B1,3x3,NO,26197.88,9644.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
41-1751303053656,Prefers that any changes from 2023 reported income be highlighted for 2024,#D8D8B1,3x3,NO,26035.88,9644.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
19-1751303053656,"Wants a ""no change"" option or button",#D8D8B1,3x3,NO,25873.88,9644.56,Wants No-change option,,Hieu Vo,2025-07-21T09:41:39-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
233-1751965316751,Assumes all of this is being prefilled from profile,#FADAB3,3x3,NO,26002.00,8912.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
297-1751965316751,Notes that a lot of info can be updated through the myVA profile ,#FADAB3,3x3,NO,25840.00,8912.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
97-1751964616384,Specifically means creating VA.gov account and what's in myVA profile (note that's not where this information is coming from),#FCB6D4,3x3,NO,26002.00,8750.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
124-1751964616384,Notes that his dependent has his own VA.gov profile so he could add them to his record as a dependent.,#FCB6D4,3x3,NO,26164.00,8750.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
123-1751964616384,"""This is information you input when you create a VA account"" SPECIFICALLY THINKS THIS IS UNIVERSAL CONTENT",#FCB6D4,3x3,NO,25840.00,8750.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
0-1751855579883,"in my records with the VA, my income is in there. Can be done on the back end",#9EDCFA,3x3,NO,26164.00,8912.70,Mental model: univ profile,,Hieu Vo,2025-07-21T09:40:20-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
246-1751965316751,calls out application ID and wanting that more prominent,#FADAB3,3x3,NO,25414.00,9644.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
106-1751419105986," wants ""Nice, big letters""",#86E6D9,3x3,NO,25252.00,9806.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
2-1751406582449,nice big colorful letters ;) ,#86E6D9,3x3,NO,25252.00,9644.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
63-1751329209704,Changes made from from previous year should be highlighted in different color,#D8D8B1,3x3,NO,25414.00,9806.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
94-1750984883138,Recommends - option to choose increased font size through native app/va.gov,#FCF281,3x3,NO,25090.00,9806.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
214-1750984883138,Recommendations: always concerned about the font size. Wants to increase the font size via native VA sitewide settings,#FCF281,3x3,NO,25090.00,9644.00,"Wants more colors, larger text",,Hieu Vo,2025-07-21T11:18:10-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
247-1751965316751,compared ID numbers  (request in SIP and application in progress bar),#FADAB3,3x3,NO,24189.73,8912.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
113-1751965316751,calls out the ! error on the year,#FADAB3,3x3,NO,23703.73,8912.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
243-1751965316751,location id.. information... scrolls through and scans info,#FADAB3,3x3,NO,24027.73,8912.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
284-1751965316751,Is the application ID and request ID the same thing? Participant asks if request ID is the same as an application ID,#FADAB3,3x3,NO,23865.73,8912.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
136-1751498416214,it's not letting me fill anything in..,#D8C7FF,3x3,NO,24027.73,9074.70,Figma Prototype Error,,Hieu Vo,2025-07-21T11:15:43-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
135-1751498416214,Am I supposed to do anything else with this? (confusion on action on income page),#D8C7FF,3x3,NO,23703.73,9236.70,Figma Prototype Error,,Hieu Vo,2025-07-21T11:15:43-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
134-1751498416214,"Calls out ""!"" in the content instead of year, confusion",#D8C7FF,3x3,NO,24189.73,9074.70,Figma Prototype Error,,Hieu Vo,2025-07-21T11:15:43-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
73-1751419105986,Wasn't sure he'd be able to edit the text fields; wanted a button (this might be specific to a prototype since they would actually be clickable),#86E6D9,3x3,NO,23703.73,8750.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
72-1751419105986,"People may not want to tell you if they are married. Doesn't like the single question about marital status on a page - it's ""wasteful""",#86E6D9,3x3,NO,23865.73,8750.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
64-1751419105986,A little more context was provided for the purpose of clarity since in a real world scenario there would be an intro page,#86E6D9,3x3,NO,24189.73,8750.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
37-1751406582449,maybe you could do it in the beginning.. give me a reason why I am giving you financial informaiton,#86E6D9,3x3,NO,24027.73,8750.70,Figma Prototype Error,,Hieu Vo,2025-07-21T09:37:51-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
35-1751329209704,Didn't look at section to find out what financial support question means,#D8D8B1,3x3,NO,23865.73,9074.70,Figma Prototype Error,,Hieu Vo,2025-07-21T11:15:43-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
18-1751329209704,Would want a warning up front of what information he needs to gather before going into form,#D8D8B1,3x3,NO,23703.73,9074.70,Figma Prototype Error,,Hieu Vo,2025-07-21T11:15:43-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
202-1751855579883,"older veterans don't have a clue how to do this on the computer, some of them don't have a cell phone",#9EDCFA,3x3,NO,23070.67,9074.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
204-1751855579883,See too many people confused with trying to fill out online forms with the VA,#9EDCFA,3x3,NO,23394.67,9074.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
56-1751855579883,"for some people I'm sure it wouldn't be, for me it would be easy",#9EDCFA,3x3,NO,23232.67,9074.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
89-1751419105986,"""I would stop right now, because I don't know the answers to this and I don't know why you want this. I would call the VA.""",#86E6D9,3x3,NO,22908.67,9236.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
134-1751419105986,"""I would call the VA and ask 'why do you want this?'""",#86E6D9,3x3,NO,23232.67,9236.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
77-1751419105986,"It's hard to use. ""I'm just not thinking about myself but entire VA population""",#86E6D9,3x3,NO,22746.67,9236.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
62-1751406582449,"thinking of the entire VA population, asking me to go through so many screens. Want immediate results, don't want to keep going",#86E6D9,3x3,NO,23394.67,9236.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
9-1751406582449,"I have never been asked - ever - to provide any of my financial information. Then gross income, I have to stop right now and go find that out. Take time to step away from this, the frustration level is going to build.",#86E6D9,3x3,YES,23070.67,9236.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
68-1751334759857,Identifies as Riley Smith and this is his info (correct),#AAED92,3x3,NO,22908.67,9074.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
57-1751303053656,"Obviously if I'm doing this (in real life), it would say that I'm signed in",#D8D8B1,3x3,NO,22746.67,9398.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
99-1750984883138,"I wouldn't spend a lot of time on the financial section- ""there's no need for me to spend a lot of time here""",#FCF281,3x3,NO,22746.67,9074.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
97-1750984883138,"""For me this is straightforward but i know many other veterans have trouble getting this started- acceesing VA.gov, but once they are in, for me its quite easy.""",#FCF281,3x3,NO,23232.67,8750.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
168-1750984883138,"""do you want me to change things if they're not pertinent, like marital status?""",#FCF281,3x3,NO,23070.67,8750.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
34-1750984883138,As a 100% SCV all of my expenses are paid by VA so I don't think I would see this [medical expenses],#FCF281,3x3,NO,23232.67,8912.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
29-1750984883138,I don't know what I would do with this [financial section] I don't know ilf this would be on my form or if there would be an option to indicate not applicable ,#FCF281,3x3,NO,23070.67,8912.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
129-1750984883138,P1 is not married and would not see the spouse information section.,#FCF281,3x3,NO,23394.67,8750.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
127-1750984883138,"""seems I have a son, and I would leave it as is""- in reference to dependent section",#FCF281,3x3,NO,23394.67,8912.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
192-1750984883138,"""none of this would be pertinent to me""",#FCF281,3x3,NO,22746.67,8750.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
190-1750984883138,"This (section) would not be on a form that I fill out. There should be an option to mark ""not applicable""",#FCF281,3x3,NO,22908.67,8750.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
198-1750984883138,I would have an issue with this (section) because I just don't fill out tax forms. So I don't know what I'd do with this. ,#FCF281,3x3,NO,22746.67,8912.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
143-1750984883138,"Dependent review: for the sake of this exercise, I'd leave the (dependent) as-is (skip reviewing dependent info)",#FCF281,3x3,NO,22908.67,8912.70,Prototype is not representative of real life,,Hieu Vo,2025-07-21T09:36:31-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
164-1751965352846,I would skip a whole lot and hit submit. Time is valuable to me. ,#C0DA93,3x3,NO,17986.47,9134.80,Form is Lengthy,,Hieu Vo,2025-07-21T09:17:40-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
178-1751965316751,calls out page as being long and having to keep scrolling ,#FADAB3,3x3,NO,17500.47,9296.80,Form is Lengthy,,Hieu Vo,2025-07-21T09:17:40-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
123-1751965316751,the same thing - about having it condense and arrow down (spouse income page),#FADAB3,3x3,NO,17662.47,9296.80,Form is Lengthy,,Hieu Vo,2025-07-21T09:17:40-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
