title.en,url,description.en,publish_start_on,publish_end_on,keyword_values,match_keyword_values_only,status
Get Help Filing a Claim,www.va.gov/disability/get-help-filing-claim/,Get help filing your VA disability claim from an accredited Veterans service representative. We trust these professionals because they are trained and certified in the VA claims and appeals processes.,"November 8th 2018, 00:00:00.000",,"[""vso""]",FALSE,active
Women's Health Care Needs,www.va.gov/health-care/health-needs-conditions/womens-health-needs/,Women's Health Care Needs,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Vietnam War Veterans Health Issues,www.va.gov/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war/,Vietnam War Veterans Health Issues,"November 8th 2018, 00:00:00.000",,"[""vietnam war diseases""]",FALSE,active
VA Blind and Low Vision Rehabilitation Services,www.va.gov/health-care/about-va-health-benefits/vision-care/blind-low-vision-rehab-services/,VA offers benefits for Veterans who are blind or have low vision. This includes blind rehabilitation services at VA blind rehab centers.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
About VA Health Benefits,www.va.gov/health-care/about-va-health-benefits/,"Learn about the VA health benefits in your VA medical benefits package. Get details on Veterans medical benefits, like which services we cover, who will care for you, where you'll go for care, and how VA health care works with other insurance.","November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Health Care,www.va.gov/health-care/,"VA health care offers access to primary and specialty care, including home health, geriatric (edler), women's health, and mental health care. Find out how to apply for and manage the Veterans health care benefits you've earned.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Apply for Veterans Pension,www.va.gov/pension/application/527EZ/introduction,"Submit your VA pension application (VA Form 21P-527EZ) online now. Get step-by-step instructions, and consider signing in to save your in-progress application if you need to come back later to finish filling it out.","November 8th 2018, 00:00:00.000",,"[""21p527ez"",""form 21p 527ez""]",FALSE,active
Survivors Pension,www.va.gov/pension/survivors-pension/,"Find out if you're eligible and how to apply for a VA survivors pension (some people call this a ""VA widows pension"" or ""VA death pension"").","November 8th 2018, 00:00:00.000",,[],FALSE,active
Pension Management Centers,www.va.gov/pension/pension-management-centers/,Pension Management Centers,"November 8th 2018, 00:00:00.000",,"[""pension management""]",FALSE,active
Request a Presidential Memorial Certificate to Honor a Veteran or Reservist,www.va.gov/burials-memorials/memorial-items/presidential-memorial-certificates/,Find out how to apply for a presidential memorial certificate (PMC) to honor the military service of a Veteran or Reservist. A PMC is an engraved paper certificate signed by the current president of the United States.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Request a Burial Flag to Honor a Veteran or Reservist,www.va.gov/burials-memorials/memorial-items/burial-flags/,Find out how to apply for a United States burial flag to drape over the casket (or coffin) or place with the urn of a Veteran or Reservist in honor of their military service. And learn how to properly display and care for burial flags.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Transfer Your Post-9/11 GI Bill Benefits,www.va.gov/education/transfer-post-9-11-gi-bill-benefits/,Find out if you can transfer any of your unused Post-9/11 GI Bill benefits to your spouse or dependent children. And learn how to apply for a transfer online or by mail.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
VEAP,www.va.gov/education/other-va-education-benefits/veap/,VEAP,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Apply for NCS,www.va.gov/education/apply-for-education-benefits/application/1990N/introduction,Apply for NCS,"November 8th 2018, 00:00:00.000",,[],FALSE,active
National Call to Service,www.va.gov/education/other-va-education-benefits/national-call-to-service-program/,National Call to Service,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Eligibility for the GI Bill and Other Education Benefits,www.va.gov/education/eligibility/,Review GI Bill eligibility requirements to find out if you can get help paying for school or training.,"November 8th 2018, 00:00:00.000",,"[""education eligibility""]",FALSE,active
After You Apply,www.va.gov/education/after-you-apply/,After You Apply,"November 8th 2018, 00:00:00.000",,[],FALSE,active
GI Bill School Comparison Tool,www.va.gov/gi-bill-comparison-tool/,GI Bill School Comparison Tool,"November 8th 2018, 00:00:00.000",,"[""gi bill""]",FALSE,active
Tuition Assistance Top-up,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up/,Tuition Assistance Top-up,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Non-college Degree Programs,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs/,Non-college Degree Programs,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Flight Training,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/flight-training/,Flight Training,"November 8th 2018, 00:00:00.000",,[],FALSE,active
How to Use Your GI Bill Benefits,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/,"Find out how to use GI Bill benefits to advance your education and training. You can use your benefits many ways, including paying for college or graduate tuition, and more.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Montgomery GI Bill Selected Reserve (MGIB-SR),www.va.gov/education/about-gi-bill-benefits/montgomery-selected-reserve/,Montgomery GI Bill Selected Reserve (MGIB-SR),"November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Education and Training Benefits,www.va.gov/education/,"Find out if you're eligible and how to apply for VA education benefits for Veterans, Servicemembers, and their qualified family members.","November 8th 2018, 00:00:00.000",,"[""0994"",""1990"",""1990e"",""1990n"",""1995"",""5490"",""education""]",FALSE,active
Principles of Excellence,www.va.gov/education/choosing-a-school/principles-of-excellence/,VA Education and Training Benefits,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Choosing GI Bill Approved Schools,www.va.gov/education/choosing-a-school/,Principles of Excellence,"November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Home Loan Types,www.va.gov/housing-assistance/home-loans/loan-types/,"Learn about the different VA home loan types, including VA direct and VA-backed home loans to help you buy, build, repair, or refinance a home.","November 8th 2018, 00:00:00.000",,[],FALSE,active
"Home Loans for Veterans, Servicemembers, and Survivors",www.va.gov/housing-assistance/home-loans/,"Find out if you're eligible and how to apply for VA direct and VA-backed home loans for Veterans, Servicemembers, and survivors. You may be eligible for loan programs to help you buy, build, repair, or refinance a home.","November 8th 2018, 00:00:00.000",,"[""home loans""]",FALSE,active
How to Apply for a Specially Adapted (SAH) Housing Grant,www.va.gov/housing-assistance/disability-housing-grants/how-to-apply/,Find out how to apply for a Specially Adapted Housing Grant (SAH),"November 8th 2018, 00:00:00.000",,[],FALSE,active
Replacing Medals and Awards,www.archives.gov/veterans/replace-medals.html,Replacing Medals and Awards,"November 8th 2018, 00:00:00.000",,[],FALSE,active
GI Bill School Feedback,www.benefits.va.gov/GIBILL/Feedback.asp,GI Bill School Feedback,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Verify School Enrollment,www.gibill.va.gov/wave/,"If you're receiving the Montgomery GI Bill Active Duty or Selected Reserve GI Bill, verify your school enrollment with the Web Automated Verification of Enrollment (WAVE) system.","January 17th 2020, 00:00:00.000",,"[""enrollment verification"",""GI Bill WAVE""]",FALSE,active
"The Affordable Care Act, VA, and You",www.va.gov/health/aca/enrolledveterans.asp,"If you are enrolled in any of VA’s programs listed below, you meet the requirements to have health care under the health care law.","February 4th 2020, 00:00:00.000",,"[""1095"",""1095-B""]",TRUE,active
Hearing Aid Batteries,www.va.gov/health-care/order-hearing-aid-batteries-and-accessories/,Find if you are eligible to order free hearing aid batteries and accessories for VA-issued hearing aids. And learn how to order online or by phone of mail.,"July 27th 2020, 00:00:00.000",,[],FALSE,active
Get Your VA Medical Records,www.va.gov/health-care/get-medical-records/,Get your VA medical records online through our VA Blue Button tool.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Beneficiary Travel,www.va.gov/health-care/get-reimbursed-for-travel-pay/,The Beneficiary Travel program reimburses certain costs for travel to and from VA health care facilities or VA authorized non-VA health care facilities.,"April 29th 2019, 00:00:00.000",,"[""10-3542"",""beneficiary travel"",""travel pay""]",FALSE,active
"Office of Resolution Management, Diversity &amp; Inclusion",www.va.gov/ORM/index.asp,"ORMDI promotes a healthy working environment through prevention, resolution, and processing of workplace disputes, including complaints of discrimination.","August 28th 2020, 00:00:00.000",,"[""discrimination"",""harassment"",""harrassment"",""Resolution Management"",""diversity""]",FALSE,active
View Your VA Test and Lab Results Online,www.va.gov/health-care/view-test-and-lab-results/,View your VA test and lab results online with our My HealtheVet tool.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
On-the-job Training and Apprenticeships,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships/,On-the-job Training and Apprenticeships,"November 8th 2018, 00:00:00.000",,[],FALSE,active
VA MISSION Act,missionact.va.gov/,"Get the care and services you need, where and when you need them, with the MISSION Act.","April 25th 2019, 00:00:00.000",,"[""community care"",""health care by local doctors"",""health care by local specialist doctors"",""local doctors"",""local specialists"",""MISSION Act"",""mission act fact sheet""]",FALSE,active
VATAS webTA Login,webta.bbg.gov/webta,VATAS is the VA Time and Attendance System.,"December 29th 2020, 00:00:00.000",,"[""vatas"",""vatas login""]",FALSE,active
Veterans technology education courses (VET TEC),www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/vettec-high-tech-program/,"If you want to gain computer experience to start or advance your career in the high-technology industry, find out if you’re eligible for our Veteran Employment Through Technology Education Courses (VET TEC) program.","December 30th 2020, 00:00:00.000",,"[""Tech Education"",""Vet Tec"",""Veteran Technology Program""]",FALSE,active
Dependents' Application for VA Education Benefits,www.va.gov/find-forms/about-form-22-5490/,Use VA Form 22-5490 when a spouse or dependent is applying for educational benefits under Chapter 35 Survivors' and Dependents' Education Assistance (DEA) or Chapter 33 Fry Scholarship.,"December 30th 2020, 00:00:00.000",,"[""22-5490"",""form 22-5490"",""VA form 22-5490"",""22-54-90""]",FALSE,active
Burn Pits,www.publichealth.va.gov/exposures/burnpits/index.asp,Learn about possible health effects from exposure to burn pits at military sites.,"April 29th 2019, 00:00:00.000",,"[""burn pit registry"",""burn pits"",""burn pit""]",FALSE,active
What your claim status means,www.va.gov/resources/what-your-claim-status-means/,Your claim status tells you where your claim is in the review process. Read below to learn about the terms we use for each stage of the process...,"January 25th 2021, 00:00:00.000",,"[""claim status""]",FALSE,active
VA prescription refill and tracking,www.va.gov/health-care/refill-track-prescriptions/,Use our VA prescription refill online tool to refill VA prescriptions and track your orders online.,"November 8th 2018, 00:00:00.000",,"[""pharmacies"",""pharmacy"",""prescriptions"",""rx"",""refill""]",FALSE,active
