CLMANT_TXT,CNTNTN_CLSFCN_ID,SPECL_ISSUE_TYPE_CD,PERSON_SPECL_STATUS_TYPE_NM,
HEADACHES MIGRAINES,9007,,,
NOSE INJURY,9012,,,
(B) PLANTAR FASCIITIS,8994,,,
BACK LUMBAR CONDITION,8998,,,
BILATERAL HEARING LOSS SINCE SERVICE,3140,,,
"BI-LATERAL HEARING LOSS,",3140,,,
BI-LATERAL SHOULDER CONDITION,9002,,,
DIABETES MELLITUS (INCREASE),8973,,,
ENTITLEMENT TO AN INCREASE FOR 6100-HEARING LOSS.,3140,,,
HEARING LOSS-BILATERAL (AT),3140,,,
HERNIATED DISCS,8998,,,
INCREASE IN SC HEARING LOSS,3140,,,
INCREASE NECK,8999,,,
L SHOULDER STRAIN,9002,,,
LEFT ANKEL,8991,,,
LEFT ANKLE-INCREASE,8991,,,
"LEFT HIP,",8996,,,
MIGRAINE INCREASE,9007,,,
REOPEN CLAIM FOR BILATERAL HEARING LOSS,3140,,,
RIGHT KNEE.,8997,,,
SC SINUSITIS,9012,,,
SINUSITIS (INCREASE),9012,,,
"SPINE,",8998,,,
TINNITUS- NEW,3140,,,
LEFT ARM NUMBNESS,8929,,,
URETHRITIS,8975,,,
BAD DREAMS,8989,,,
CHRONIC BILATERAL ANKLE PAIN,8991,,,
ARTHRITIS IN HANDS,8992,,,
BILATERAL HEEL SPURS,8994,,,
BILATERAL KNEE COND.,8997,,,
LEFT LEG RADICULOPATHY,8997,,,
RIGHT SHIN SPLINTS,8997,,,
RT WRIST,9004,,,
WRIST INJURY,9004,,,
RESTLESS LEGS SYNDROME,9006,,,
CHRONIC HEADACHES/MIGRAINES,9007,,,
RHINITIS/SINUSITIS,9012,,,
LEFT KNEE SCAR,9013,,,
CONCUSSIONS,9020,,,
^SC DIABETES,8973,,,
ANKLES (BILATERAL),8991,,,
AU TINNITUS S/P ACOUSTIC TRAMA,3140,,,
B-HEARING LOSS,3140,,,
BILATERAL HEARING ACUSTIC,3140,,,
BXL HEARING LOSS,3140,,,
CORONARY ARTERY DISEASE INCREASE,8979,,,
DEPRESSED,8989,,,
DIEBETES,8973,,,
HEAD ACHE,9007,,,
HYPERTENION,8979,,,
LEFT KNEE-SECONDARY TO RIGHT,8997,,,
L-KNEE,8997,,,
"LUMBAR STRAIN,",8998,,,
NECK CONDITION (INCREASE),8999,,,
REOPEN RIGHT KNEE,8997,,,
RIGHT ANKLE COND,8991,,,
RIGHT KNEE PATELLOFEMORAL,8997,,,
SC ALLERGIC RHINITIS,9012,,,
TBI (NEW),9020,,,
"TRAUMATIC BRAIN INJURY,",9020,,,
BILATER HEARING LOSS,3140,,,
HERAING LOSS,3140,,,
GALLBLADDER REMOVAL,8975,,,
ISHEMIC HEART DISEASE,8979,,,
"RADICULOPATHY, LEFT LOWER EXTREMITY",8988,,,
CHRONIC SLEEP IMPAIRMENT,8989,,,
CLINICAL DEPRESSION,8989,,,
ARTHRITIS BACK,8992,,,
"PES PLANUS, BILATERAL",8994,,,
RIGHT HIP SECONDARY TO RIGHT KNEE,8996,,,
LEFT KNEE ISSUE,8997,,,
RIGHT KNEE 2ND TO LEFT KNEE,8997,,,
BACK CONDTION,8998,,,
LOWER LUMBAR CONDITION,8998,,,
LOWER LUMBAR INJURY,8998,,,
LUMBAR SPINE CONDITIONS,8998,,,
NECK PAINS,8999,,,
RT SHOULDER PAIN,9002,,,
RIGHT WRIST SPRAIN,9004,,,
MYALGIA AND MYOSITIS,9005,,,
POLYNEUROPATHY,9006,,,
SHORT TERM MEMORY,9006,,,
MENINGITIS,9012,,,
BILATERAL BUNIONS,9016,,,
LEFT FOOT BUNION,9016,,,
PERMANENT AND TOTAL DISABILITY,9017,,,
ANXIETY (INCREASE),8989,,,
BILAT HEARING LOSS FAST LTR,3140,,,
BILATERAL HEARING LOSS &,3140,,,
"BILATERAL SHOULDER CONDITION,",9002,,,
DIABETES MELLITUS INCREASE,8973,,,
"ECZEMA,",9016,,,
HEART CONDITION SECONDARY TO,8979,,,
"HEART DISEASE,",8979,,,
INCREASE FOR LOWER BACK,8998,,,
INCREASE IN HYPERTENSION,8979,,,
INCREASE IN S/C HEARING LOSS,3140,,,
L ANKLE INJURY,8991,,,
RECONSIDERATION FOR BILATERAL HEARING LOSS,3140,,,
S/C ANXIETY,8989,,,
S/C BILATERAL KNEES,8997,,,
SHOULDER SURGERY,9002,,,
SLEEP APNEA (RECONSIDERATION),9012,,,
HYPERLIPIDEMA,8925,,,
FATTY LIVER DISEASE,8968,,,
LIVER PROBLEMS,8968,,,
STRESS INCONTINENCE,8968,,,
ISCHEMIC HEART DISEASE.,8979,,,
"RADICULOPATHY, RIGHT LOWER EXTREMITY",8988,,,
MEMORY LOSS SECONDARY TO TBI,8989,,,
B/L HIP CONDITION,8996,,,
LEFT HIP SECONDARY TO LEFT KNEE,8996,,,
PELVIC CONDITION,8996,,,
BILATERAL KNEE REPLACEMENT,8997,,,
LEFT AND RIGHT KNEE CONDITION,8997,,,
SPINAL CORD INJURY,8998,,,
SHOULDER PROBLEMS,9002,,,
LUNG ISSUES,9012,,,
FACIAL SCAR,9014,,,
ATHLETES FEET,9016,,,
A+A,9017,,,
BILATERAL HEARING LOSS (IN SERVICE),3140,,,
BILATERAL HEARING LOSS AT,3140,,,
DEGENERATIVE JOINT,9005,,,
DEPRESSION - INITIAL,8989,,,
GLAUCOMA BOTH EYES,8974,,,
HEARING LOSS BILAT,3140,,,
HEARING LOSS/BILATERAL,3140,,,
INCREASE CERVICAL STRAIN,8999,,,
"LEFT FOOT,",8994,,,
LOWER BACK INJURY/PAIN,8998,,,
LUMBAR SPINE PROBLEMS,8998,,,
PERIPHERAL NEUROPATHY OF,9006,,,
"PSEUDOFOLLICULITIS BARBAE,",9016,,,
REOPEN LEFT KNEE CONDITION,8997,,,
REOPEN-TINNITUS,3140,,,
RIGHT AND LEFT KNEES,8997,,,
RIGHT WRIST INCREASE,9004,,,
SLEEP APNEA-REOPEN,9012,,,
SLEEP APNEA-SECONDARY TO,9012,,,
TINNITUS WITH HEARING LOSS,3140,,,
BASIL CELL CARCINOMA,1250,,,
ERECTILE DYSFUCTION,8975,,,
ERECTILE DYSFUNCTION DUE TO DIABETES,8975,,,
RENAL CONDITION,8975,,,
HYPERTENSION/HIGH BLOOD PRESSURE,8979,,,
PULMONARY DISEASE,8979,,,
ANXIETY DISORDER NOS,8989,,,
DEPRESSION/ANXIETY DISORDER,8989,,,
NERVOUS DISORDER,8989,,,
ANKLE SPRAIN,8991,,,
RIGHT HIP BURSITIS,8996,,,
DEGENERATIVE JOINT DISEASE RIGHT KNEE,8997,,,
LEFT KNEE CONDITION.,8997,,,
LEG INJURY,8997,,,
TOTAL LEFT KNEE REPLACEMENT,8997,,,
THORACIC SPINE PAIN,8998,,,
LEFT ROTATOR CUFF,9002,,,
LEFT WRIST CARPAL TUNNEL,9006,,,
NEUROPATHY RIGHT LEG,9006,,,
CHRONIC MIGRAINE,9007,,,
OSA WITH CPAP,9012,,,
BILATERAL SCIATICA,9016,,,
ACQUIRED PSYCHIATRIC DISORDER TO INCLUDE,8989,,,
BACK CONDITION (LOWER),8998,,,
BILATERAL HEARING LOSS SEE DBQ 21-0960N-5,3140,,,
BILATERAL PES PLANUS INCREASE,8994,,,
CRONIC BACK PAIN,8998,,,
DEPENDENCY ALLOWANCE,8925,,,
DIABETES - TYPE II (ADULT ONSET),8973,,,
"ENTITLEMENT TO SERVICE CONNECTION FOR 6260- TINNITUS, RECURRENT.",3140,,,
HEARING AND TINNITUS,3140,,,
HYPERTENSION-SECONDARY TO DIABETES,8979,,,
INCREASE FOR BHL,3140,,,
INCREASE PROSTATE CANCER,8935,,,
INCREASE RIGHT FOOT,8994,,,
IRRATABLE BOWEL SYNDROME,8968,,,
LOW BACK PAIN LUMBAR,8998,,,
NEW IMPAIRED HEARING,3140,,,
OBSTRUCTIVE SLEEP APNEA CPAP,9012,,,
RECONSIDERATION HEARING LOSS,3140,,,
"RHINITIS,",9012,,,
S/C TINNITUS AS DUE TO ACOUSTIC TRAUMA,3140,,,
SLEEP APNEA SECONDARY,9012,,,
TINNITUS (RINGING IN THE EAR),3140,,,
BILATERA HEARING LOSS,3140,,,
FAINTING SPELLS,8925,,,
BLOOD IN STOOL,8968,,,
EYE ISSUES,8974,,,
POOR EYESIGHT,8974,,,
PROSTATE PROBLEM,8975,,,
ALZHEIMER'S DISEASE,8989,,,
"DEPRESSION, ANXIETY",8989,,,
BILATERAL ELBOW,8993,,,
BROKEN RIGHT FOOT,8994,,,
LEFT SHIN SPLINTS,8997,,,
LUMBAR SPINE PAIN,8998,,,
SACROILIITIS,8998,,,
NEUROPATHY BILATERAL FEET,9006,,,
SLEEP APNEA WITH C-PAP,9012,,,
RIGHT KNEE SCAR,9013,,,
APPENDECTOMY SCAR,9016,,,
CHRONIC SKIN CONDITION,9016,,,
EXCEMA,9016,,,
AIDE AND ATTENDANCE,9017,,,
PERMANENT AND TOTAL STATUS,9017,,,
BACK-LOWER,8998,,,
BILATERAL KNEE CONDITION-NEW,8997,,,
"BRONCHITIS,",9012,,,
DEGENERATIVE JOINT DISEASE OF,9005,,,
DIABETES MELLITUS-INCREASE,8973,,,
HEARING AIDS,3140,,,
"HIATAL HERNIA,",8968,,,
HYPERTENSION INITIAL,8979,,,
INCREASE CAD,8979,,,
INCREASE FOR HEADACHES,9007,,,
INCREASE LOW BACK CONDITION,8998,,,
INCREASE TENSION HEADACHES,9007,,,
LEFT HIP INCREASE,8996,,,
PROSTATE CANCER (INCREASE),8935,,,
RE-OPEN SLEEP APNEA,9012,,,
SC ASTHMA,9012,,,
TINNITUS (SC),3140,,,
TINNITUS AND,3140,,,
BLHL,3140,,,
"HEARING LOSS, BOTH EARS",3140,,,
GASTROESOPHAGEAL REFLUX DISORDER,8968,,,
BALANCE,8969,,,
DIABETES-,8973,,,
RIGHT LEG NUMBNESS,8988,,,
ANXIETY / DEPRESSION,8989,,,
PLANTAR FASCIITIS BOTH FEET,8994,,,
BILATERAL KNEE CONDITION.,8997,,,
LEFT KNEE CONDITION SECONDARY TO RIGHT KNEE,8997,,,
CHRONIC LOWER BACK,8998,,,
DEGENERATIVE ARTHRITIS OF SPINE,8998,,,
LOWER BACK CONDITION.,8998,,,
PAIN IN LOWER BACK,8998,,,
NECK ARTHRITIS,8999,,,
UPPER AND LOWER BACK CONDITION,8999,,,
BILATERAL SHOULDER ISSUES,9002,,,
BROKEN RIBS,9005,,,
SLEEP APNEA OBSTRUCTIVE,9012,,,
>BACK CONDITION,8998,,,
BILATERAL HEARING LSOS,3140,,,
"BILATERAL KNEE PAIN,",8997,,,
BXL TINNITUS,3140,,,
CHAPTER 29/30 BENEFITS,8925,,,
HEARING LOSS (RECONSIDERATION),3140,,,
HEARING LOSS DUTY MOS NOISE EXPOSURE,3140,,,
INCREASE RT KNEE,8997,,,
LEFT SHOUDLER CONDITION,9002,,,
LUMBOSACRAL STRAIN-INCREASE,8998,,,
NEW-BILATERAL TINNITUS,3140,,,
SCI BILATERAL HEARING LOSS,3140,,,
SERVICE CONNECTED BILATERAL HEARING LOSS,3140,,,
SLEEP APNEIA,9012,,,
SLEEP DISORDER INSOMNIA,8989,,,
SUICIDAL,8989,,,
TINNITITUS,3140,,,
TINNNITUS,3140,,,
CYSTIC ACNE,8925,,,
LOWER NEUROPATHY,8925,,,
COLON,8968,,,
BALANCE PROBLEMS,8969,,,
KIDNEY CONDITION SECONDARY TO DIABETES,8975,,,
KIDNEY CONDITIONS,8975,,,
ARRHYTHMIA,8979,,,
UNSPECIFIED ANXIETY DISORDER,8989,,,
BROKEN LEFT ANKLE,8991,,,
LEFT ELBOW TENDONITIS,8993,,,
FLAT FEET CONDITION,8994,,,
LEFT MIDDLE FINGER,8995,,,
HIP RIGHT,8996,,,
KNEE CONDITION RIGHT,8997,,,
RIGHT KNEE CONDITION.,8997,,,
SHIN SPLINTS RIGHT LEG,8997,,,
CERVICAL COND,8999,,,
CERVICAL SPINE DEGENERATIVE DISC DISEASE,8999,,,
UPPER AND LOWER BACK PAIN,8999,,,
BROKEN RIGHT WRIST,9004,,,
NEUROPATHY BILATERAL LOWER EXTREMITIES,9006,,,
MIGRAINE HEADACHES.,9007,,,
SCAR ON HEAD,9014,,,
SMC FOR AID AND ATTENDANCE,9017,,,
(NEW) TINNITUS BI-LATERAL,3140,,,
ALCOHOL,8989,,,
ANXIETY - INITIAL,8989,,,
ANXIETY AND,8989,,,
ASHMA,9012,,,
BACK INJURY/CONDITION,8998,,,
BACK PAIN (LOWER),8998,,,
BILATERAL HEARING LOSS DUE TO SEVERE NOISE,3140,,,
BILATERAL HEARING LOSS WITH,3140,,,
BI-LATERAL HIP CONDITION,8996,,,
BILATERAL KNEES INCREASE,8997,,,
BI-LATERAL RINGING OF THE EARS,3140,,,
BL HIP CONDITION,8996,,,
BOTH KNEE PAIN,8997,,,
CERVICAL/THORACOLUMBAR SPINE,8999,,,
DEGENERATIVE DISC DISEASE OF,8998,,,
ENTITLEMENT TO AN INCREASE FOR 9411-MENTAL DISORDERS ANXIETY DISORDERS POSTTRAUMATIC STRESS DISORDER.,8989,,,
HEARING LOSS (LOSS OF AUDIO ACUITY),3140,,,
HYPERTENSION-INITIAL,8979,,,
INCREASE FOR BILATERAL HEARING,3140,,,
INCREASE IHD,8979,,,
INCREASE IN SERVICE CONNECTED HEARING LOSS,3140,,,
IR SC HEARING LOSS,3140,,,
L FOOT PLANTAR FASCIITIS,8994,,,
LIMITED FLEXION OF KNEE,8997,,,
LUMBAR/CERVICAL SPINE INJURY,8999,,,
MENTAL CONDITION TO INCLUDE DEPRESSION,8989,,,
REOPEN LEFT KNEE,8997,,,
RT WRIST CONDITION,9004,,,
SERVICE CONNECTION FOR BILATERAL TINNITUS,3140,,,
UPPER BACK ISSUES,8998,,,
BILATERAL HERING LOSS,3140,,,
C-SECTION SCAR,8925,,,
HERNIA SCAR,8968,,,
INTESTINAL CONDITION,8968,,,
BILATERAL GLAUCOMA,8974,,,
RADICULOPATHY RIGHT LEG,8988,,,
ATTENTION DEFICIT HYPERACTIVITY DISORDER,8989,,,
PLANTAR WARTS,8994,,,
SHIN SPLINTS LEFT LEG,8997,,,
RIGHT SHOULDER CONDITIONS,9002,,,
MYALGIA,9005,,,
NEUROPATHY RIGHT FOOT,9006,,,
PERIPHERAL NEUROPATHY SECONDARY TO DIABETES,9006,,,
MIGRAINES SECONDARY TO TBI,9007,,,
PAINFUL SCARS,9013,,,
SKIN DISORDERS,9016,,,
HEAD CONDITION,9020,,,
BACK TROUBLE,8998,,,
BENIGN ESSENTIAL HYPERTENSION,8979,,,
BILAT ANKLE CONDITION,8991,,,
"BILATERAL HIP CONDITION,",8996,,,
CORONARY ARTERY,8979,,,
HEARING LOSS + TINNITUS,3140,,,
HEARING LOSS BIALTERAL,3140,,,
HEARING LOSS RECONSIDERATION,3140,,,
HIGH BLOOD PRESSURE SECONDARY,8979,,,
HYPERTENSION - INITIAL,8979,,,
INC RIGHT KNEE,8997,,,
INCREASE FOR LEFT SHOULDER,9002,,,
INDIVIDUAL UNEMPLOYABILITY DUE TO SERVICE,6990,,,
INGROWN TOE NAILS,8994,,,
LEFT KNEE REPLACED,8997,,,
LOSS OF HEARING-BILATERAL,3140,,,
LUMBAR STRAIN-INCREASE,8998,,,
MIGRAINE (INCREASE),9007,,,
MIGRAINE HA,9007,,,
NUEROPATHY,9006,,,
REOPEN TBI,9020,,,
ROTATOR CUFF,9002,,,
UNABLE TO SLEEP,8989,,,
LOWER EXTREMITY RADICULOPATHY,8925,,,
DIGESTIVE ISSUES,8968,,,
HEPATIC STEATOSIS,8968,,,
PERSISTENT DEPRESSIVE DISORDER,8989,,,
TENNIS ELBOW,8993,,,
BAD FEET,8994,,,
HAND PAIN,8995,,,
CHONDROMALACIA,8997,,,
KNEE PAINS,8997,,,
LEFT LEG SHIN SPLINTS,8997,,,
RIGHT KNEE MENISCUS TEAR,8997,,,
RIGHT KNEE SPRAIN,8997,,,
SPINAL FUSION,8998,,,
CERVICAL NECK PAIN,8999,,,
CERVICAL PAINS,8999,,,
CHRONIC SHOULDER PAIN,9002,,,
LEFT SHOULDER PROBLEMS,9002,,,
CONDITION OF THE SKELETAL SYSTEM,9005,,,
CARPAL TUNNEL LEFT WRIST,9006,,,
CARPEL TUNNEL SYNDROME,9006,,,
NASAL POLYPS,9012,,,
3) TINNITUS,3140,,,
ANXIETY DISORDER INCREASE,8989,,,
B KNEE PAIN,8997,,,
BILATERAL HEARING LOSS-(ACOUSTICAL TRAUMA),3140,,,
BI-LATERIAL HEARING LOSS,3140,,,
CERVICAL STRAIN INCREASE,8999,,,
CFI RIGHT KNEE,8997,,,
CORONARY ARTERY DISEASE DUE TO,8979,,,
DIABETES INITIAL,8973,,,
ED/LOSS OF A CREATIVE ORGAN,8975,,,
HEARING LOSS DUE TO NOISE EXPOSURE,3140,,,
HEART CONDITION DUE TO AGENT,8979,,,
"HYPOTHYROIDISM,",8973,,,
INSOMNIA (NEW),8989,,,
KNEE PAIN BOTH KNEES,8997,,,
LEFT KNEE SECONDARY,8997,,,
NEW CLAIM BILATERAL HEARING LOSS,3140,,,
REOPEN HEADACHES,9007,,,
ROSC SLEEP APNEA,9012,,,
SHAVING,9016,,,
SLEEP ABNEA,9012,,,
TINNITUS DUE TO ACUSTIC TRAMA,3140,,,
TINTINUS,3140,,,
MYELOMA,8939,,,
CATARACTS SECONDARY TO DIABETES,8974,,,
KERATOCONUS,8974,,,
GALL BLADDER CONDITION,8975,,,
STD,8986,,,
ANKLE CONDITION BILATERAL,8991,,,
LEFT ANKLE SECONDARY TO RIGHT ANKLE,8991,,,
BILATERAL HEEL CONDITION,8994,,,
LEFT HEEL,8994,,,
TRIGGER FINGER,8995,,,
KNEE PAIN RIGHT,8997,,,
LEFT KNEE MENISCUS TEAR,8997,,,
BACK ISSUE,8998,,,
LUMBAR DISC DEGENERATION,8998,,,
LUMBAR STENOSIS,8998,,,
CERVICAL SPINAL STENOSIS,8999,,,
PERIPHERAL NEUROPATHY UPPER LEFT EXTREMITY,9006,,,
BILATERAL LUNG CONDITION,9012,,,
BREATHING PROBLEM,9012,,,
PLEURISY,9012,,,
SLEEP APNEA SECONDARY TO ASTHMA,9012,,,
REQUEST FOR AID AND ATTENDANCE,9017,,,
TBI TRAUMATIC BRAIN INJURY,9020,,,
1. HEARING LOSS,3140,,,
AXIETY,8989,,,
BACK CONDITION - LOWER,8998,,,
BACK CONDITOIN,8998,,,
BIALTERAL FOOT CONDITION,8994,,,
BILATERAL HEARING LOSS DUE TO A/T,3140,,,
BILATERAL HEARING LOSS- INCREASE,3140,,,
BILATERAL HEARING LOST,3140,,,
BOTH KNEES PAIN,8997,,,
"BOTH KNEES,",8997,,,
CFI LEFT KNEE,8997,,,
CHRONIC LOW BACK INJURY,8998,,,
DERPESSION,8989,,,
ELEVATED PSA,8975,,,
ENTITLEMENT TO SERVICE CONNECTION FOR DEPRESSION.,8989,,,
FEET BOTH,8994,,,
HBP/HPTN,8979,,,
HEARING LOSS AND TINNITUS.,3140,,,
"HEARING LOSS,LD NOISE EXP",3140,,,
INCREASE MENTAL HEALTH CONDITION,8989,,,
ISCHEMIC HEART DISEASE-INCREASE,8979,,,
IU.,6990,,,
LEFT EAR HEARING LOSS INCREASE,3140,,,
LEFT KNEE PATELLOFEMORAL,8997,,,
"LUMBAGO,",8998,,,
NECK INCREASE NOW BOTH ARMS HURT,8999,,,
NEW S/C DIS HYPERTENSIVE HEART DISEASE,8979,,,
"OBSTRUCTIVE SLEEP APNEA,",9012,,,
"RIGHT ANKLE CONDITION,",8991,,,
RIGHT HIP COND,8996,,,
RIGHT KNEE-SECONDARY TO LEFT,8997,,,
S/C HEARING LOSS AS DUE TO ACOUSTIC TRAUMA,3140,,,
SC HEART CONDITION,8979,,,
SC LEFT SHOULDER,9002,,,
SC RIGHT SHOULDER,9002,,,
SC RIGHT SHOULDER CONDITION,9002,,,
SLEEPING,8989,,,
CYSTS,8925,,,
GASTROPARESIS,8968,,,
VERTIGO SECONDARY TO TINNITUS,8969,,,
PREDIABETES,8973,,,
EYES CONDITION,8974,,,
BLADDER PROBLEMS,8975,,,
ATHEROSCLEROSIS,8979,,,
ISCHEMIC HEART DISEASE (IHD),8979,,,
CHRONIC SLEEP DISORDER,8989,,,
RIGHT ANKLE TENDONITIS,8991,,,
LEFT HIP BURSITIS,8996,,,
LEFT KNEE TENDONITIS,8997,,,
RIGHT KNEE CHONDROMALACIA,8997,,,
BILATERAL RADICULOPATHY LOWER EXTREMITIES,8998,,,
LOW BACK PAINS/LUMBAGO,8998,,,
RIGHT SHOULDER DISABILITY,9002,,,
BONE SPURS,9005,,,
ESSENTIAL TREMOR,9006,,,
NEUROPATHY LEFT FOOT,9006,,,
UPPER RESPIRATORY INFECTIONS,9012,,,
SCAR ON FOREHEAD,9014,,,
WARTS,9016,,,
A&A FOR SPOUSE,9017,,,
BILATERAL HEARING LOSS INCREAS,3140,,,
"BILATERAL HEARING LOSS, INCREASE",3140,,,
BL SHIN SPLINTS,8997,,,
CERVICAL STRAIN (INCREASE),8999,,,
DEPPRESION,8989,,,
DEPRESSION - NEW,8989,,,
DEPRESSION SECONDARY TO SERVICE CONNECTED,8989,,,
"DEPRESSIVE DISORDER,",8989,,,
DEPRSSION,8989,,,
DIABETES MELLITUS TYPE II DUE,8973,,,
ED/SEXUAL DYSFUNCTION,8975,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 6847-SLEEP APNEA SYNDROMES.,9012,,,
GERD-NEW,8968,,,
HEADACES,9007,,,
HEARING LOSS - TINNITUS,3140,,,
HEART CONDITION INITIAL,8979,,,
INCREASE FOR RIGHT ANKLE,8991,,,
INCREASE FOR RIGHT SHOULDER,9002,,,
INCREASE IN SERVICE CONNECTED BILATERAL HEARING LOSS,3140,,,
INCREASE S/C HEARING LOSS,3140,,,
INCREASED RATING FOR HEARING LOSS,3140,,,
LBP LUMBAGO,8998,,,
LOSS OF HEARING BOTH EARS,3140,,,
LT FOOT CONDITION,8994,,,
MIGRIANES,9007,,,
PERIPHEAL NEUROPATHY,9006,,,
REOPEN DEPRESSION,8989,,,
REOPEN-BILATERAL HEARING LOSS,3140,,,
S/C HEADACHES,9007,,,
S/C HIGH BLOOD PRESSURE,8979,,,
SPECIAL MONTHLY COMPENSATION HOUSEBOUND,9017,,,
T.B.I.,9020,,,
TINNITUS - RINGING IN EARS,3140,,,
TINNITUS - SERVICE CONNECTED,3140,,,
BIL. HEARING LOSS,3140,,,
AUTO ALLOWANCE,8925,,,
STOMACH CONDITIONS,8968,,,
SLEEP DISTRUBANCES,8989,,,
BILATERAL ANKLES CONDITION,8991,,,
BILATERAL HAND ARTHRITIS,8995,,,
CHRONIC HIP PAIN,8996,,,
RIGHT LEG SHIN SPLINTS,8997,,,
BACK COND.,8998,,,
LOWER SPINE,8998,,,
BILATERAL SHOULDER INJURIES,9002,,,
RIGHT SHOULDER PROBLEMS,9002,,,
RESIDUALS OF BROKEN NOSE,9012,,,
SINUSTIS,9012,,,
SLEEP APNEA/CPAP,9012,,,
SCAR LEFT KNEE,9013,,,
CHRONIC SLEEP APNEA,9016,,,
SHAVING CONDITION,9016,,,
AID & ATTENDANCE FOR SPOUSE,9017,,,
TRAUMATIC BRAIN INJURY TBI,9020,,,
"ACQUIRED PSYCHIATRIC CONDITION,",8989,,,
AND ATTENDANCE,9017,,,
ANXIETY DISORDERS,8989,,,
ARTRITIS,8992,,,
B KNEE JOINT PAIN,8997,,,
B KNEE PFPS,8997,,,
BI LATTERAL HEARING LOSS,3140,,,
BIL KNEES,8997,,,
"BILATERAL HEARING LOSS, NEW",3140,,,
BILATERAL HEARINGLOSS,3140,,,
BILATERAL SHOULDERS CONDITION,9002,,,
ED 2ND TO DMII,8975,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 9411 - MENTAL DISORDERS ANXIETY DISORDERS POSTTRAUMATIC STRESS DISORDER.,8989,,,
ENTITLEMENT TO TDIU,6990,,,
HEADACHES SECONDARY TO,9007,,,
HEARING LOSS/NEW,3140,,,
HEARING TINNITUS,3140,,,
INC LEFT KNEE,8997,,,
INCREASE BILATERAL FEET,8994,,,
IR HYPERTENSION,8979,,,
"KNEE,",8997,,,
LEFT SHOULDER ISSUES,9002,,,
PERIPHERAL NEUROPATHY BILATERAL UPPER,9006,,,
RIGHT SHOUDLER,9002,,,
"RIGHT WRIST,",9004,,,
S/C BACK INCREASE NOW WITH LEG NERVE PAIN,8998,,,
SC MIGRAINE HEADACHES,9007,,,
SHOULDERS BILATERAL,9002,,,
TINNITUS (BILATERAL)(DUE TO ACOUSTIC TRAUMA),3140,,,
TINNITUS DUE TO ACOUSTIC TRAUM,3140,,,
TINNITUS SECONDARY TO ACOUSTIC TRAUMA,3140,,,
VISON LOSE,8974,,,
ACCRUED BENEFITS,8925,,,
PROSTATE CA,8935,,,
PERIPHERAL VESTIBULAR DISORDER,8969,,,
HEART MURMER,8979,,,
HYPERTENSIVE CARDIOVASCULAR DISEASE,8979,,,
ANXIETY WITH DEPRESSION,8989,,,
SLEEPING PROBLEM,8989,,,
ARTHRITIS OF THE SPINE,8992,,,
CHRONIC ARTHRITIS,8992,,,
LEFT ARM PAIN,8993,,,
BROKEN LEFT FOOT,8994,,,
TOES,8994,,,
DJD LEFT KNEE,8997,,,
LEFT KNEE CHONDROMALACIA,8997,,,
BROKEN BACK,8998,,,
LOWER BACK CONDTION,8998,,,
LUMBAR BACK STRAIN,8998,,,
LUMBAR SPRAIN,8998,,,
UPPER RESPIRATORY,9012,,,
P&T,9017,,,
HEAD INJURIES,9020,,,
(B) HEARING LOSS-ADD MIL NOISE,3140,,,
B ANKLES,8991,,,
B SHOULDERS,9002,,,
BACK CONDITION (NEW),8998,,,
BILATERAL ANKLE ISSUES,8991,,,
"BILATERAL KNEE,",8997,,,
"BILATERAL PES PLANUS,",8994,,,
BILATRAL HEARING LOSS,3140,,,
"CERVICAL SPINE CONDITION,",8999,,,
CLAIM FOR INDIVIDUAL UNEMPLOYABILITY,6990,,,
"DEGENERATIVE ARTHRITIS,",8992,,,
DIABETES MELLITIS TYPE II,8973,,,
DIABETES TYPE II INCREASE,8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR TBI.,9020,,,
ERECTILE DYSFUNCTION-,8975,,,
HEARING LOSS & TINNITUS AS SECONDARY TO,3140,,,
"HEARING LOSS, BILAT",3140,,,
HERING LOSS,3140,,,
HIGH BLOOD PRESSURE-INITIAL,8979,,,
HYPERTENSION 2ND TO DIABETES,8979,,,
INCREASE DIABETES TYPE II,8973,,,
INCREASED EVALUATION FOR BILATERAL HEARING LOSS,3140,,,
ISCHEMIC HEART DISEASE INCREASE,8979,,,
LOSS OF HEARING BILATERAL,3140,,,
LOW BACK CONDITION (INCREASE),8998,,,
LUMBAR SPINE PAIN/LIMIT ROM,8998,,,
MIGRAINE HEADACHES-INCREASE,9007,,,
NEUROPATHY LOWER,9006,,,
NEUROSIS,8989,,,
NEW BILATERAL HEARING LOSS EXISTED SINCE SERVICE,3140,,,
NEW CLAIM FOR BILATERAL HEARING LOSS,3140,,,
R FOOT PLANTAR FASCIITIS,8994,,,
RECONSIDERATION FOR IU,6990,,,
SC NECK CONDITION,8999,,,
SERVICE RELATED HEARING LOSS,3140,,,
SLEEP APNEA REOPEN,9012,,,
TNNITUS,3140,,,
BILATERAL HEARIN LOSS,3140,,,
DIFFICULTY WALKING,8925,,,
HEAT EXHAUSTION,8925,,,
NUMBNESS IN BOTH HANDS,8929,,,
CANCER PROSTATE,8935,,,
TEMPOROMANDIBULAR JOINT,8967,,,
APPENDICITIS,8968,,,
