UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
236692,Spokane Community College,1810 North Greene Street,Spokane,WA,99217-5399,53,8,Scott Morgan,President,5095338020,910824678,379300,1,www.scc.spokane.edu, , , ,https://mybigfoot.spokane.edu/,www.ccs.spokane.edu/Forms/District-Forms/Business-Office/Tuition/Tuition---fees/Tuition-Schedule-Published_071514.aspx, ,4,2,1,3,1,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,3,1,4,40,2,3,44060,1,518,-2,1,Washington State Board for Community and Technical Colleges,153020,53063,Spokane,5305,-117.360957,47.672571
236708,Spokane Falls Community College,3410 W Fort George Wright Dr,Spokane,WA,99224-5288,53,8,Janet Gullickson,President,5095333500,910824678,954400,1,www.spokanefalls.edu, , , ,https://mybigfoot.spokane.edu,www.ccs.spokane.edu/Forms/District-Forms/Business-Office/Tuition/Tuition---fees/Tuition-Schedule-Published_071514.aspx, ,4,2,1,3,1,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,2,1,4,40,2,3,44060,1,518,-2,1,Washington State Board for Community and Technical Colleges,153020,53063,Spokane,5305,-117.463538,47.676741
236744,Stylemaster College of Hair Design,1224 Commerce Ave.,Longview,WA,98632-3027,53,8,John S Chilson,Owner,3606362720,911356668,2202200,1,stylemasters.edu,stylemasters.edu/Financial_Aid/index.shtml,stylemasters.edu/Financial_Aid/index.shtml,stylemasters.edu,www.stylemasters.edu/NetPriceCalc/npcalc.htm, , ,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,31020,1,440,-2,2, ,-2,53015,Cowlitz,5303,-122.934826,46.135905
236753,Tacoma Community College,6501 S 19th St,Tacoma,WA,98466-6100,53,8,Dr. Sheila Ruhland,President,2535665000,910824677,379600,1,www.tacomacc.edu,www.tacomacc.edu/gettingstarted/,www.tacomacc.edu/costsandaid/,https://www.public.ctc.edu/ApplicantWebClient/Applicant/ApplWelcome.aspx,www.tacomacc.edu/UserFiles/Servers/Server_6/File/resourcesforstudents/financialaid/npcalc.htm,www.tacomacc.edu/gettingstarted/veterans/,www.tacomacc.edu/abouttcc/policies/studentrighttoknowcompletionandgraduationrates,4,2,1,3,1,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,2,1,3,40,2,3,42660,1,500,-2,1,Washington State Board for Community and Technical Colleges,153020,53053,Pierce,5306,-122.521057,47.246369
236887,Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362-9267,53,8,Steven L.VanAusdle,President,5095222500,910821964,500600,1,www.wwcc.edu/, , , ,www.wwcc.edu/finaid/NetPriceCalculator/npcalc.htm,www.wwcc.edu/CMS/index.php?id=817, ,4,2,1,3,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,2,1,3,40,2,2,47460,1,-2,-2,1,Washington State Board for Community and Technical Colleges,153020,53071,Walla Walla,5305,-118.283725,46.079851
236896,Walla Walla University,204 S College Ave,College Place,WA,99324-1198,53,8,John K. McVay,President,5095272615,910617727,379900,1,www.wallawalla.edu,www.wallawalla.edu/attend-wwu/,www.wallawalla.edu/attend-wwu/student-financial-services/,apply.wallawalla.edu,npc.wallawalla.edu,www.wallawalla.edu/academics/student-academic-services/academic-records/veteran-benefit-info/, ,2,1,2,7,1,1,20,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,Walla Walla College,2,19,13,8,11,4,11,21,2,2,47460,1,-2,-2,2, ,-2,53071,Walla Walla,5305,-118.389771,46.047
236939,Washington State University,French Administration Building,Pullman,WA,99164-5910,53,8,Elson S. Floyd,President,5093353564,916001108,380000,1,wsu.edu/,admission.wsu.edu/,finaid.wsu.edu,admission.wsu.edu/applications/,https://osfaappserver.french.wsu.edu/ofas/NPC,va.wsu.edu/,www.athletics.wsu.edu/arc/Academics/NCAA.html,1,1,1,9,1,1,11,1,2,2,1,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,11,4,16,15,1,5,39420,2,446,-2,2, ,-2,53075,Whitman,5305,-117.158168,46.730448
236948,University of Washington-Seattle Campus,1400 NE Campus Parkway,Seattle,WA,98195-4550,53,8,Michael Young,President,2065432100,160001537,379800,1,www.washington.edu,admit.washington.edu/admission/,www.washington.edu/students/osfa/,admit.washington.edu/admission/,www.washington.edu/students/osfa/prospectiveug/aid.est.1.html,depts.washington.edu/osfaweb/veterans/benefits/, ,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"UW-Seattle, UDub, UW, Washington",2,15,8,14,12,5,15,15,2,5,42660,1,500,-2,1,University of Washington,153010,53033,King,5307,-122.313115,47.656213
236975,Wenatchee Valley College,1300 Fifth St,Wenatchee,WA,98801-1799,53,8,Dr. Jim Richardson,President,5096826800,910817705,380100,1,www.wvc.edu,www.wvc.edu/directory/departments/admissions/,www.wvc.edu/directory/departments/financialaid/default.asp,https://www.public.ctc.edu/ApplicantWebClient/Applicant/ApplWelcome.aspx,www.wvc.edu/directory/departments/financialaid/finaidcalculator.asp,www.wvc.edu/directory/departments/financialaid/veterans.asp, ,4,2,1,3,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,WVC|Wenatchee Community College|Wenatchee Valley Community College,4,2,1,-1,3,1,3,40,2,2,48300,1,-2,-2,1,Washington State Board for Community and Technical Colleges,153020,53007,Chelan,5308,-120.334813,47.430931
236993,Everest College-Vancouver,120 NE 136th Ave Ste 130,Vancouver,WA,98684-6950,53,8,Brad Kuchenreuther,Campus President,3602543282,330717311,907901,1,www.everest.edu/campus/vancouver, , , ,www.Everest.edu/npc, , ,6,2,3,3,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,3,Western Business College,4,10,1,-1,3,1,1,-3,2,1,38900,1,440,-2,1,Corinthian Colleges Inc.,301230,53011,Clark,5303,-122.536462,45.621523
237011,Western Washington University,516 High Street,Bellingham,WA,98225-9008,53,8,Bruce Shepard,President,3606503000,916000562,380200,1,www.wwu.edu,www.admissions.wwu.edu,www.finaid.wwu.edu,www.admissions.wwu.edu/apply,www.finaid.wwu.edu/finaid/npc/npcalc.htm,www.wwu.edu/registrar/tuition_waivers.shtml,fs.ncaa.org/DOCS/newmedia/public/rates/index.html,1,1,1,8,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Western Washington State College|Western Washington College of Education,2,18,7,4,11,3,16,21,2,4,13380,1,-2,-2,2, ,-2,53073,Whatcom,5302,-122.484873,48.737236
237039,Whatcom Community College,237 W Kellogg Rd,Bellingham,WA,98226,53,8,Kathi Hiyane-Brown,President,3603833000,910855768,1036400,1,www.whatcom.ctc.edu,whatcom.ctc.edu/future-students/,whatcom.ctc.edu/current-students/financial-aid/,whatcom.ctc.edu/admissions/apply-now/,www.whatcom.ctc.edu/NetPrice/npcalc.htm,www.whatcom.ctc.edu/admissions/tuition-and-fees/,www.whatcom.ctc.edu,4,2,1,4,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,2,2,13380,1,-2,-2,1,Washington State Board for Community and Technical Colleges,153020,53073,Whatcom,5302,-122.495832,48.795923
237057,Whitman College,345 Boyer Ave,Walla Walla,WA,99362,53,8,George S. Bridges,President,5095275111,910567740,380300,1,www.whitman.edu,www.whitman.edu/admission/,www.whitman.edu/content/financial_aid/,www.whitman.edu/admission/apply,https://www.whitman.edu/admission/financial-aid/net-price-calculator,www.whitman.edu/offices-and-services/registrar/veterans-information, ,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,3,-1,12,2,11,31,2,2,47460,1,-2,-2,2, ,-2,53071,Walla Walla,5305,-118.33016,46.07135
237066,Whitworth University,300 W Hawthorne Rd,Spokane,WA,99251,53,8,Dr. Beck A. Taylor,President,5097771000,910473310,380400,1,www.whitworth.edu,www.whitworth.edu/Administration/Admissions/Index.htm,www.whitworth.edu/Administration/FinancialAid/Parents/Index.htm,www.whitworth.edu/Administration/Admissions/Apply/Index.htm,www.whitworth.edu/Administration/FinancialAid/FinancialAidCalculator/index.aspx,www.whitworth.edu/Administration/RegistrarsOffice/Veterans/Index.htm, ,2,1,2,8,1,1,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,7,9,12,3,11,21,2,2,44060,1,518,-2,1,Whitworth University,201570,53063,Spokane,5305,-117.418078,47.753699
237109,Yakima Valley Community College,South 16th Ave. & Nob Hill Blvd.,Yakima,WA,98907-2520,53,8,Linda J Kaminski,President,5095744600,910671107,380500,1,www.yvcc.edu,www.yvcc.edu/admission/Pages/default.aspx,www.yvcc.edu/admission/financial-aid/Pages/ApplicationProcedure.aspx,https://www.public.ctc.edu/ApplicantWebClient/Applicant/ApplWelcome.aspx,www.yvcc.edu/admission/financial-aid/Pages/NetPriceCalculator.aspx,http://www.yvcc.edu/resources/Veterans/Pages/default.aspx,1,1,1,1,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,YVCC,3,2,1,-1,2,1,3,40,2,2,49420,1,-2,-2,1,Washington State Board for Community and Technical Colleges,153020,53077,Yakima,5304,-120.528525,46.586098
237118,Alderson Broaddus University,101 College Hill Drive,Philippi,WV,26416-2035,54,5,Richard A. Creehan,President,3044571700,550357072,380600,1,www.ab.edu/,ab.edu/future-students/admissions,ab.edu/current-students/financial%20aid,https://ab.edu/online-application,www.ab.edu/sites/default/NPC.htm,ab.edu/service-members,ab.edu/athlete-grad-rate,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,Alderson-Broaddus College,2,22,13,3,10,4,8,32,2,2,-2,-2,-2,-2,2, ,-2,54001,Barbour,5401,-80.047728,39.158067
237127,Appalachian Beauty School,609A Central Avenue,South Williamson,KY,41503,21,5,Deborah Johnson,Owner/Director,6062376650,550712030,2159100,1,appalachianbeautyschool.com/, , , ,www.ai4uk.com/netprice/, , ,6,2,3,4,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,-2,-2,-2,-2,2, ,-2,21195,Pike,2105,-82.295552,37.672192
237136,Appalachian Bible College,161 College Drive,Mount Hope,WV,25880,54,5,Daniel Anderson,President,3048776428,550370901,754400,1,www.abc.edu, , ,www.abc.edu,www.abc.edu/admissions-and-financial-aid/npc.php,www.abc.edu/admissions-and-financial-aid/military-students.php, ,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,3,-2,51,2,1,13220,1,-2,-2,2, ,-2,54081,Raleigh,5403,-81.20115,37.853339
237145,B M Spurr School of Practical Nursing,800 Wheeling Ave,Glen Dale,WV,26038,54,5,Jay E. Prager,Executive Director,3048433255,550357045,1235900,1,www.reynoldsmemorial.com, , , ,www.reynoldsmemorial.com, , ,8,3,2,2,1,2,0,2,2,-2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,48540,1,-2,-2,1,Reynolds Memorial Hospital Board of Directors,201210,54051,Marshall,5401,-80.753173,39.946228
237172,Ben Franklin Career Center,500 28th St,Dunbar,WV,25064,54,5,Paula Potter,Principal,3047660369,550697112,1274300,1,benfranklinctc.org, , , ,benfranklinctc.org,benfranklinctc.org, ,7,3,1,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,16620,1,170,-2,2, ,-2,54039,Kanawha,5402,-81.75353,38.367234
237181,Bethany College,31 E Campus Dr,Bethany,WV,26032,54,5,Scott D. Miller,President,3048297000,550356985,380800,1,www.bethanywv.edu,www.bethanywv.edu/prospective-students,www.bethanywv.edu/prospective-students/aid/,www.bethanywv.edu/prospective-students/apply-online/,www.bethanywv.edu/prospective-students/net-price-calculator/, , ,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,9,2,8,31,2,1,48260,1,430,-2,2, ,-2,54009,Brooke,5401,-80.562541,40.205325
237215,Bluefield State College,219 Rock St,Bluefield,WV,24701,54,5,Marsha Krotseng,President,3043274000,556000751,380900,1,www.bluefieldstate.edu,bluefieldstate.edu/admissions,bluefieldstate.edu/financial-aid,www.wvmentor.org/applications/wv_common_app/apply/bluefield.html,https://bluefieldstate.studentaidcalculator.com/survey.aspx,www.gibill.va.gov/, ,1,1,1,5,1,2,30,1,1,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,12,-1,9,2,9,32,2,2,14140,2,-2,-2,1,West Virginia Higher Education Policy Commission,154080,54055,Mercer,5403,-81.235428,37.26688
237242,Cabell County Career Technology Center,1035 Norway Ave,Huntington,WV,25705-2827,54,5,Sharron Chenault,Director,3045285106,556000306,2275300,1,www.cabellcountyschools.com/cabellcountycareertechnologycenter_home.aspx, , , ,www.cabellcountyschools.com/cabellcountycareertechnologycenter_home.aspx,www.cabellcountyschools.com/cabellcountycareertechnologycenter_home.aspx, ,7,3,1,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,26580,1,170,-2,1,Cabell County School System,154010,54011,Cabell,5403,-82.372418,38.403244
237303,Charleston School of Beauty Culture,210 Capitol St,Charleston,WV,25301,54,5,Judy C. Hall,President,3043469603,550585978,2178200,1,wvcsbc.com,wvcsbc.com,wvcsbc.com,wvcsbc.com,wvcsbc.com, , ,6,2,3,4,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,16620,1,170,-2,2, ,-2,54039,Kanawha,5402,-81.634675,38.350168
237312,University of Charleston,"2300 MacCorkle Avenue,  SE",Charleston,WV,25304,54,5,Edwin H. Welch,President,3043574800,550357039,381800,1,www.ucwv.edu,www.ucwv.edu/NewStudents/,www.ucwv.edu/finances/,www.ucwv.edu/Apply/,www.ucwv.edu/NPC/,www.ucwv.edu/Admissions/Veterans.aspx,fs.ncaa.org/Docs/newmedia/public/rates/index.html,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,10,2,11,5,11,32,2,2,16620,1,170,-2,2, ,-2,54039,Kanawha,5402,-81.618667,38.332577
237321,Clarksburg Beauty Academy and School of Massage Therapy,120 S 3rd St,Clarksburg,WV,26301,54,5,Angela Policano,Director,3.04625E+12,550564650,895900,1,clarksburgbeautyacademy.com,clarksburgbeautyacademy.com/admissions,clarksburgbeautyacademy.com/financial,clarksburgbeautyacademy.com,clarksburgbeautyacademy.com/NetPrice/npcalc.htm, , ,6,2,3,4,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,17220,2,-2,-2,2, ,-2,54033,Harrison,5401,-80.338391,39.279964
237330,Concord University,100 Vermillion Street,Athens,WV,24712,54,5,Kendra Boggess,President,8.88385E+13,556000761,381000,1,www.concord.edu,www.concord.edu/admissions,www.concord.edu/admissions/financial-aid,www.concord.edu/admissions/apply,https://concord.studentaidcalculator.com/survey.aspx,www.concord.edu/veterans,www.concord.edu/about-concord/student-right-know,1,1,1,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,1,9,3,11,32,2,2,14140,2,-2,-2,2, ,-2,54055,Mercer,5403,-81.005694,37.423854
237358,Davis & Elkins College,100 Campus Dr,Elkins,WV,26241-3996,54,5,"Michael P. Mihalyo, Jr.",President,3046371900,550357021,381100,1,www.dewv.edu,www.dewv.edu/future-students/getting-started,www.dewv.edu/future-students/financial-planning,www.dewv.edu/form/admission-application,www.dewv.edu/calculator/npcalc.htm, ,www.senatornation.com/sports/cheer/2013-14/releases/2014052856dxm5,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,"Davis and Elkins College, D&E College, D&E",2,22,9,-1,9,2,8,32,2,1,21180,2,-2,-2,2, ,-2,54083,Randolph,5402,-79.846391,38.928693
237367,Fairmont State University,1201 Locust Ave,Fairmont,WV,26554-2470,54,5,"Maria C. Rose, Ed.D.",President,3043674000,556000778,381200,1,www.fairmontstate.edu/, , , ,https://fairmontstate.studentaidcalculator.com,www.fairmontstate.edu/finaid/students/tuition-assistance-procedures,www.fairmontstate.edu/finaid/consumer-information,1,1,1,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,Fairmont State  |Fairmont State College,2,20,13,9,9,3,12,32,2,2,21900,2,390,-2,1,West Virginia Higher Education Policy Commission,154080,54049,Marion,5401,-80.161844,39.485925
237385,Glenville State College,200 High Street,Glenville,WV,26351-1292,54,5,Peter B. Barr,President,3044627361,556000779,381300,1,www.glenville.edu,www.glenville.edu/admissions,www.glenville.edu/financial_aid,https://www.glenville.edu/apply,https://glenville.studentaidcalculator.com/survey.aspx, , ,1,1,1,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,9,-1,9,2,10,32,2,2,-2,-2,-2,-2,2, ,-2,54021,Gilmer,5401,-80.833597,38.935341
237437,Huntington Junior College,900 Fifth Ave,Huntington,WV,25701,54,5,Carolyn Smith,President,3046977550,550199960,904700,1,www.huntingtonjuniorcollege.edu,www.huntingtonjuniorcollege.edu,www.huntingtonjuniorcollege.edu/Financial-Aid.aspx,www.myhjc.com/Applicant/ApplyOnline_Login.aspx,www.huntingtonjuniorcollege.edu/Financial-Aid/Net-Price-Calculator.aspx, , ,6,2,3,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,1,-1,4,1,2,40,2,1,26580,1,170,-2,2, ,-2,54011,Cabell,5403,-82.44306,38.420142
237473,James Rumsey Technical Institute,3274  Hedgesville Road,Martinsburg,WV,25403-0259,54,5,Donna VanMetre,Director,3047547925,556000297,835500,1,www.jamesrumsey.com,www.jamesrumsey.com,www.jamesrumsey.com,www.jamesrumsey.com,www.jamesrumsey.com, , ,7,3,1,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,25180,1,548,-2,2, ,-2,54003,Berkeley,5402,-77.978583,39.5328
237491,Ralph R Willis Career and Technical Center,"144 Vocational Road, Three Mile Curve",Stollings,WV,25646,54,5,Janice Hanlon,Director,3.04752E+12,556000344,2524500,1,rrwctc.com,rrwctc.com,rrwctc.com,rrwctc.com,rrwctc.com, , ,7,3,1,2,1,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30880,2,170,-2,2, ,-2,54045,Logan,5403,-81.942757,37.827097
237507,Human Resource Development and Employment Inc, , ,WV, ,54,5, , , ,-1,3123201,5, , , , , , , ,0,3,2,2,1,2,0,2,2,-2,-2,2,23,1,D ,-2,2014,7/21/2014,3,1,3,9,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,2,-2,34060,1,390,-2,-2, ,-2,54061,Monongalia,5401,-79.925671,39.645683
237525,Marshall University,1 John Marshall Dr,Huntington,WV,25755,54,5,Dr. Stephen James Kopp,President,8006423463,556000789,381500,1,www.marshall.edu/,www.marshall.edu/admissions/,www.marshall.edu/wpmu/sfa/,www.marshall.edu/admissions/apply.asp,https://marshall.studentaidcalculator.com/survey.aspx, ,www.marshall.edu/irp/srk/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,11,18,11,4,16,21,2,4,26580,1,170,-2,1,West Virginia Higher Education Policy Commission,154080,54011,Cabell,5403,-82.43065,38.42261
237543,Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,24740,54,5,Linda Cox,Director,3044259551,556000358,2535500,1,www.edline.net/pages/mercer_county_technical_education_center, , , ,www.edline.net/pages/Mercer_County_Technical_Educat/Net_Price_Calculator, , ,4,2,1,4,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,14140,2,-2,-2,1,Mercer County Schools,154020,54055,Mercer,5403,-81.104647,37.360024
237552,Meredith Manor International Equestrian Center,147 Saddle Lane,Waverly,WV,26184,54,5,Ronald W. Meredith,President,3046793128,550663377,3052000,1,www.meredithmanor.edu,www.meredithmanor.edu,www.meredithmanor.edu/about/financialaid.asp,www.meredithmanor.edu/about/enrollment.asp,www.meredithmanor.edu/about/consumerinfo/netprice/, , ,6,2,3,4,1,2,0,2,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,37620,1,425,-2,2, ,-2,54107,Wood,5401,-81.400296,39.29966
237561,Monongalia County Technical Education Center,1000 Mississippi Street,Morgantown,WV,26501,54,5,Nancy J. Napolillo,Principal/Director,3.04292E+12,556000366,1290400,1,www.mtecwv.edu, ,www.edline.net/pages/Monongalia_County_Tech/_Design_Resources/Shortcuts0/Financial_Aid, ,www.edline.net/pages/Monongalia_County_Tech/_Design_Resources/Shortcuts0/Financial_Aid/Net_Price_Calculator, , ,7,3,1,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,MTEC,6,-3,-3,-3,-3,-3,-3,-3,2,1,34060,1,390,-2,1,Monongalia County Board of Education,154040,54061,Monongalia,5401,-79.957275,39.611165
237570,Morgantown Beauty College Inc,276 Walnut St,Morgantown,WV,26505-5430,54,5,Michael Sodomick,President,30429284750,550330162,3102100,1,www.MorgantownBeautyCollege.com,www.MorgantownBeautyCollege.com,www.MorgantownBeautyCollege.com,www.MorgantownBeautyCollege.com,www.MorgantownBeautyCollege.com, , ,6,2,3,4,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,34060,1,390,-2,2, ,-2,54061,Monongalia,5401,-79.954318,39.628855
237598,Mountain State College,1508 Spring St,Parkersburg,WV,26101-3993,54,5,Judith Sutton,President,3044855487,550396146,500800,1,www.msc.edu,msc.edu,msc.edu,msc.edu,msc.edu, , ,6,2,3,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,1,-1,4,1,1,40,2,1,37620,1,425,-2,2, ,-2,54107,Wood,5401,-81.548718,39.273182
237604,Everest Institute-Cross Lanes,5514 Big Tyler Rd,Cross Lanes,WV,25313,54,5,Aimee Switzer,School President,3047766290,954520525,1035600,1,www.everest.edu/campus/cross_lanes, , , ,www.Everest.edu/npc, , ,6,2,3,3,1,2,40,1,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,2,40,2,1,16620,1,170,-2,1,Corinthian Colleges Inc.,301230,54039,Kanawha,5402,-81.789864,38.422839
237613,Opportunities Industrialization Center,120 Jackson St,Fairmont,WV,26554,54,5,Philip Keith,Executive Director,3043668142,550560945,2579900,1,www.oicwv.org, , , ,www.oicwv.org/wp-content/uploads/2011/08/npcalc-2.htm,www.oicwv.org/students/financial-aid/, ,8,3,2,2,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2,OIC Training Academy,6,-3,-3,-3,-3,-3,-3,-3,2,1,21900,2,390,-2,2, ,-2,54049,Marion,5401,-80.144976,39.485033
237640,Ohio Valley University,#1 Campus View Drive,Vienna,WV,26105-8000,54,5,Harold Shank,President,3048656000,550419865,381900,1,www.ovu.edu,www.ovu.edu/admissions.html,www.ovu.edu/studentlife/studentservices/financialaid.html,www.ovu.edu/admissions/apply-now.html,npc.collegeboard.org/student/app/ovu?iframe=true,ovu.edu/student-life/student-services/financial-aid/financial-aid-glossary-of-terms.html,ovu.edu/student-life/your-right-to-know.html#faqnoancho,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,15,-1,11,3,8,32,2,1,37620,1,425,-2,2, ,-2,54107,Wood,5401,-81.5392,39.31236
237686,West Virginia University at Parkersburg,300 Campus Drive,Parkersburg,WV,26104,54,5,Rhonda Tracy,Interim President,3044248000,550523820,382800,1,www.wvup.edu,www.wvup.edu/future-students/admission/,www.wvup.edu/future-students/costs-scholarships-financial-aid-2/, ,https://wvup.studentaidcalculator.com/survey.aspx,www.wvup.edu/current-students/veterans/, ,1,1,1,5,1,2,30,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,3,23,2,-1,6,2,12,33,2,2,37620,1,425,-2,2, ,-2,54107,Wood,5401,-81.506192,39.216379
237701,Potomac State College of West Virginia University,101 Fort Ave,Keyser,WV,26726,54,5,Leonard A. Colelli,Campus President,3047886820,556000793,382711,1,www.potomacstatecollege.edu,potomacstatecollege.edu/admissions/,potomacstatecollege.edu/admissions/financing_your_education/,potomacstatecollege.edu/admissions/Apply_to_potomac_state_College.html,potomacstatecollege.edu/admissions/financing_your_education/calculator.html,potomacstatecollege.edu/admissions/financing_your_education/veterans_benefits.html, ,1,1,1,5,1,2,30,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,3,11,2,-1,9,2,10,40,2,2,19060,1,-2,-2,1,West Virginia Higher Education Policy Commission,154080,54057,Mineral,5401,-78.983175,39.436935
237729,Academy of Careers and Technology,390 Stanaford Rd,Beckley,WV,25801,54,5,Charles Pack,Principal,3.04256E+12,556000390,1290500,1,www.wvact.net, , , ,www.wvact.net, , ,7,3,1,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,13220,1,-2,-2,1,Raleigh County Board of Education,154050,54081,Raleigh,5403,-81.168609,37.799775
237783,Salem International University,223 W Main St,Salem,WV,26426,54,5,Madan V. Nelanuthala,President,3043261109,251914087,382000,1,www.salemu.edu,www.salemu.edu/admissions/,www.salemu.edu/financial-aid/,www.salemu.edu/apply-online/,www.salemu.edu/financial-aid/calculator/, ,fs.ncaa.org/Docs/newmedia/public/rates/index.html,3,1,3,8,1,1,20,1,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,13,9,9,5,7,22,2,1,17220,2,-2,-2,2, ,-2,54033,Harrison,5401,-80.571767,39.288632
