UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3,VET1,VET2,VET3,VET4,VET5,VET9    
210739,0,1,1,0,0,0,4,-2,-2,30,1,1,0,0,1,1,1,1,0,0,1,0,2,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181,1,R,30,R,50,1,1,1,1,2,1,1,2,2,1,R,1192,1,R,19,R,5260,R,6000,A,.,2,1,0,0,1,0,2,R,7,2,1,1,0,1,1,1,0,0,0
210748,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,R,50,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,0,0,0,0,1
210775,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,1,0,0,2,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,207,1,207,1,181,1,R,25,R,50,1,1,1,1,1,1,-2,-2,2,1,R,964,1,R,19,R,5370,R,5250,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,1,1,1,1,1,0
210784,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
210809,1,1,1,0,0,0,3,-2,-2,-2,1,0,0,0,0,1,1,0,0,1,0,0,-2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,R,0,R,0,2,2,2,1,2,1,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,1,0,1,1,1,-2,A,.,2,1,1,0,0,0,1,0,0,0
210890,1,0,-2,0,0,0,2,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,50,A,.,1,1,-2,1,2,-2,-2,-2,2,1,R,102,3,A,.,R,8280,A,.,A,.,2,1,1,0,1,0,1,A,.,2,0,0,1,1,1,0,0,0,0
210906,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,50,A,.,1,1,2,1,1,2,-2,-2,2,1,R,212,3,A,.,R,6435,A,.,A,.,2,1,0,0,1,0,2,R,8,2,1,0,0,1,1,1,0,0,0
210942,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,50,A,.,1,1,2,1,1,2,-2,-2,2,1,R,565,3,A,.,R,9381,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,1,1,1,0,1,0
210951,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,R,30,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,1,1,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
210960,0,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,50,A,.,1,1,2,1,1,2,-2,-2,2,1,R,652,3,A,.,R,6750,A,.,A,.,2,1,0,0,1,0,2,R,5,2,1,0,0,1,1,1,0,1,0
211006,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,R,150,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,1,0,1,1,1,A,.,2,0,0,1,0,0,1,0,0,0
211024,0,1,0,0,0,0,4,-2,-2,54,0,1,1,0,1,0,1,0,0,1,1,0,2,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,1,0,2,-2,1,364,2,-2,1,364,1,R,40,R,40,1,1,1,1,1,1,1,2,2,1,R,604,1,R,21,R,2780,R,4620,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,0,0,0,0,0,1
211079,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,4,2,1,0,0,1,1,1,1,1,0
211088,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181,1,R,30,R,50,1,1,1,1,1,1,1,2,2,1,R,1249,1,R,14,R,9000,R,3740,A,.,2,1,0,0,1,0,2,R,6,2,1,1,0,1,0,1,0,1,0
211130,0,1,1,0,0,0,4,-2,-2,42,0,0,0,0,0,1,1,1,0,0,0,1,-2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,3,A,.,R,30,2,2,1,2,2,1,-2,-2,2,1,R,25,3,A,.,R,7000,A,.,A,.,-2,1,0,0,1,0,-2,A,.,2,0,1,0,0,0,0,0,0,1
211149,1,0,-2,0,1,0,3,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,R,0,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211158,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,0,0,0,1,0,2,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158,1,R,35,R,35,1,1,1,1,1,1,1,2,1,1,R,3675,2,A,.,R,5154,R,3766,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,0,0,1,1,0,0
211200,0,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,50,A,.,1,1,-2,2,2,-2,-2,-2,2,1,R,220,3,A,.,R,6960,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,1,0,0,0,0,0
211273,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,165,2,-2,1,165,1,R,50,R,50,1,1,1,1,2,1,-2,-2,2,1,R,1240,2,A,.,R,8180,R,6170,A,.,1,1,0,1,1,0,2,R,9,2,0,0,1,1,0,0,0,0,0
211291,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,128,1,128,1,128,1,128,1,R,60,R,25,1,1,1,1,2,1,-2,-2,2,1,R,3039,1,R,19,R,6848,R,4794,A,.,2,1,0,1,1,0,2,R,6,2,0,0,1,1,0,0,0,0,0
211307,1,1,-2,1,1,0,1,5,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,1,1,1,1,0,0
211316,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,R,0,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,1,0,0,0,0,0
211334,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,R,0,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211343,1,1,-2,1,1,0,1,5,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,25,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,1,1,0
211352,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,364,2,-2,1,364,1,R,35,R,50,1,1,1,1,2,1,-2,-2,2,1,R,837,1,R,19,R,7340,R,4886,A,.,2,1,0,0,1,0,2,R,16,2,1,1,0,1,1,1,0,1,0
211361,0,1,1,0,0,0,1,2,0,-2,1,1,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158,1,R,25,R,25,1,1,1,1,1,1,-2,-2,1,1,R,2264,1,R,19,R,6592,R,3646,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,0,1,1,1,1,0
211398,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,30,A,.,1,1,-2,1,2,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211431,1,1,1,0,0,0,4,-2,-2,30,1,1,0,0,1,1,1,1,0,0,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,1,0,0,2,-2,1,314,2,-2,1,314,1,R,20,R,20,1,1,1,1,1,1,1,2,2,1,R,414,2,A,.,R,5274,R,5040,A,.,2,1,0,0,1,0,2,R,5,2,1,1,0,1,1,0,0,0,0
211440,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,1,1,1,0,1,0,0,2,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,200,1,200,2,-2,1,200,1,R,75,B,.,1,1,1,1,1,1,-2,-2,2,1,R,4010,2,A,.,R,7280,R,5120,A,.,2,1,0,0,1,0,2,R,6,2,0,1,0,1,0,1,1,0,0
211468,0,1,1,0,0,0,3,-2,-2,-2,1,1,0,1,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,193,2,-2,1,193,1,R,35,R,50,1,1,1,1,1,1,-2,-2,2,1,R,403,2,A,.,R,5160,R,5389,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,1,0,0,0,1,0
211477,1,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,3,R,0,R,0,1,1,1,1,1,1,-2,-2,2,1,R,450,2,A,.,R,5379,R,1791,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
211556,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,194,2,-2,1,194,4,R,0,R,0,1,1,1,1,1,1,1,2,2,1,R,499,1,R,19,R,5258,R,5110,A,.,2,1,0,0,1,0,2,R,8,2,1,1,0,1,0,0,0,0,0
211583,0,1,1,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,323,1,323,1,323,1,R,35,R,55,1,1,1,1,1,1,1,2,2,1,R,526,1,R,19,A,.,A,.,R,10000,2,1,0,0,1,0,2,R,5,2,0,0,1,1,1,1,1,0,0
211608,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,158,1,158,2,-2,1,158,1,R,25,R,25,1,1,1,1,1,1,-2,-2,1,1,R,1070,1,R,19,R,5008,R,3980,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,1,1,0
211617,1,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,R,10,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,1,0,1,0,1,A,.,2,0,0,1,1,1,1,0,0,0
211635,1,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,R,50,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,4,2,0,0,1,0,0,1,0,0,0
211644,1,1,1,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,158,1,158,1,158,1,158,1,R,30,R,30,1,1,1,1,1,1,-2,-2,1,1,R,1737,1,R,19,R,5138,R,3262,A,.,2,1,0,0,1,0,2,R,6,2,1,1,0,0,1,1,1,1,0
211802,0,1,-2,0,0,0,3,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,6,R,35,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211820,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,R,0,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,1,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211893,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,150,R,150,1,1,1,2,2,2,-2,-2,2,1,R,90,2,A,.,R,8867,R,5500,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,0,0,0,0,1
211909,1,0,-2,0,0,0,2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,50,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,1,0,0,0,0
211927,1,1,-2,1,1,0,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,25,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,5,2,1,0,0,1,1,1,0,0,0
211981,0,1,1,0,0,0,3,-2,-2,-2,1,1,1,0,1,1,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181,1,R,50,R,50,1,1,1,1,2,1,-2,-2,2,1,R,1041,2,A,.,R,5751,R,6586,A,.,2,1,0,0,1,0,2,R,6,2,1,1,0,1,1,1,1,1,0
212009,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165,1,R,65,A,.,1,1,2,1,2,2,-2,-2,2,1,R,2056,2,A,.,R,6174,R,5798,A,.,2,1,0,0,1,0,2,R,16,2,0,1,0,1,0,0,0,0,0
212018,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,0,0,0,1,0,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,A,.,R,60,2,2,1,2,2,1,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,1,0,1,1,0,-2,A,.,2,1,1,0,1,0,1,1,0,0
212045,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,50,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,1,0,0,0,0,0
212054,1,1,1,1,0,0,3,-2,-2,-2,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,110,2,-2,2,-2,2,R,50,R,0,1,1,1,1,1,1,1,1,2,1,R,4200,2,A,.,R,8682,R,5685,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
212072,1,1,-2,0,0,0,2,-2,-2,-2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,25,A,.,1,1,-2,1,2,-2,-2,-2,2,1,R,16,3,A,.,R,4050,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,1,0,1,0
212090,1,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,R,0,A,.,1,1,-2,1,2,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,1,1,1,0,0,0
212106,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,1,1,1,0,1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,125,1,103,2,-2,1,103,1,R,50,R,50,1,1,1,1,1,1,1,1,2,1,R,3916,1,R,19,R,6044,R,5040,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,1,1,1,1,1,0
212115,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,1,1,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158,1,R,25,R,50,1,1,1,1,1,1,-2,-2,1,1,R,2829,1,R,19,R,5372,R,2608,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,1,0,0
212133,0,1,0,0,0,0,4,-2,-2,52,1,0,1,0,1,0,1,0,0,1,1,0,2,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181,1,R,25,R,35,1,1,1,1,1,1,1,2,2,1,R,1277,1,R,20,R,5300,R,4640,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,0,1,0,0,1,0
212160,0,1,0,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,158,1,158,2,-2,1,158,1,R,30,R,30,1,1,1,1,1,1,-2,-2,1,1,R,1641,2,A,.,R,5670,R,3474,A,.,2,1,0,1,1,1,1,A,.,2,1,1,0,1,1,1,1,0,0
212197,0,1,0,0,0,0,4,-2,-2,58,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,361,1,361,1,361,1,R,30,R,0,1,1,1,1,2,1,-2,-2,2,1,R,1451,2,A,.,R,4860,R,4960,A,.,2,1,0,0,1,0,2,R,10,2,1,0,0,1,0,1,0,0,0
212212,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,1,0,0,0
212230,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,1,0,0,0
212267,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,1,0,0,0
212276,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,1,0,0,0
