UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
460817,R,9180,R,900,R,255,R,9180,R,900,R,255,R,9180,R,900,R,255,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,0,0,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,0,0,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,R,9180,R,900,R,10080,0,0,R,1950,R,1950,R,1950,R,1950,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8375,R,8271,R,7632,R,8748,R,8496,R,8343,R,7668,R,7164,R,6329,R,6255,R,5724,R,5688
460826,R,9000,R,1125,R,250,R,9000,R,1125,R,250,R,9000,R,1125,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,0,0,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,0,0,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,R,9000,R,1125,R,10125,0,0,R,1950,R,1950,R,1950,R,1950,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8375,R,8271,R,7632,R,8748,R,8496,R,8343,R,7668,R,7164,R,6329,R,6255,R,5724,R,5688
460835,R,9072,R,1350,R,252,R,9072,R,1350,R,252,R,9072,R,1350,R,252,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,0,0,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,0,0,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,R,9072,R,1350,R,10422,0,0,R,1500,R,1500,R,1500,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8375,R,8271,R,7632,R,8748,R,8496,R,8343,R,7668,R,7164,R,6329,R,6255,R,5724,R,5688
460844,R,13932,R,0,R,387,R,13932,Z,0,R,387,R,13932,Z,0,R,387,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13932,R,0,R,13932,.,.,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13932,R,0,R,13932,.,.,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13240,R,0,R,13240,R,13932,R,0,R,13932,.,.,R,150,R,150,R,150,R,150,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7689,R,7689,R,7689,R,7689,R,1532,R,2211,R,2211,R,2211,R,2211,R,2211,R,2211,R,2211
460853,R,13932,R,0,R,387,R,13932,Z,0,R,387,R,13932,Z,0,R,387,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13932,R,0,R,13932,.,.,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13932,R,0,R,13932,.,.,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13140,R,0,R,13140,R,13932,R,0,R,13932,.,.,R,150,R,150,R,150,R,150,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7877,R,7524,R,7524,R,7689,R,2396,R,2211,R,2211,R,2211,R,2396,R,2211,R,2211,R,2211
460871,R,17160,R,600,R,665,R,17160,R,600,R,665,R,17160,R,600,R,665,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15600,R,500,R,16100,R,16360,R,600,R,16960,R,16680,R,600,R,17280,R,16680,R,600,R,17280,.,.,R,15600,R,500,R,16100,R,16360,R,600,R,16960,R,16680,R,600,R,17280,R,16680,R,600,R,17280,.,.,R,15600,R,500,R,16100,R,16360,R,600,R,16960,R,16680,R,600,R,17280,R,16680,R,600,R,17280,.,.,R,1400,R,1400,R,1300,R,1300,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12039,R,7784,R,12168,R,12168,R,5703,R,3868,R,6340,R,6340,R,5703,R,3868,R,6340,R,6340
460899,R,18021,R,0,A,.,R,18021,Z,0,A,.,R,18021,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15790,R,0,R,15790,R,16618,R,0,R,16618,R,16972,R,0,R,16972,R,16968,R,0,R,16968,.,.,R,15790,R,0,R,15790,R,16618,R,0,R,16618,R,16972,R,0,R,16972,R,16968,R,0,R,16968,.,.,R,15790,R,0,R,15790,R,16618,R,0,R,16618,R,16972,R,0,R,16972,R,16968,R,0,R,16968,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8136,R,8216,R,8488,R,8440,R,4488,R,4528,R,4650,R,6904,R,6096,R,6152,R,6352,R,8160
460923,R,13932,R,0,R,387,R,13932,Z,0,R,387,R,13932,Z,0,R,387,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13932,R,0,R,13932,.,.,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13932,R,0,R,13932,.,.,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13500,R,0,R,13500,R,13932,R,0,R,13932,.,.,R,150,R,150,R,150,R,150,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7689,R,7689,R,7689,R,7689,R,2211,R,2211,R,2211,R,2211,R,2211,R,2211,R,2211,R,2211
460941,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11550,R,1100,R,420,R,11550,R,1100,R,420,R,11550,R,1100,R,420,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
461014,R,10800,R,1365,R,450,R,10800,R,1365,R,450,R,10800,R,1365,R,450,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11700,R,546,R,12246,R,10800,R,504,R,11304,R,10800,R,604,R,11404,R,10800,R,1365,R,12165,.,.,R,11700,R,546,R,12246,R,10800,R,504,R,11304,R,10800,R,604,R,11404,R,10800,R,1365,R,12165,.,.,R,11700,R,546,R,12246,R,10800,R,504,R,11304,R,10800,R,604,R,11404,R,10800,R,1365,R,12165,.,.,R,900,R,900,R,900,R,2400,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7538,R,7538,R,6776,R,6776,R,3889,R,3889,R,2832,R,2832,R,4839,R,4839,R,2832,R,2832
461023,R,6600,R,195,R,275,R,6600,R,195,R,275,R,6600,R,195,R,275,R,4950,R,195,R,275,R,4950,R,195,R,275,R,4950,R,195,R,275,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5496,R,195,R,5691,R,6600,R,195,R,6795,R,6600,R,195,R,6795,R,6600,R,195,R,6795,.,.,R,5496,R,195,R,5691,R,6600,R,195,R,6795,R,6600,R,195,R,6795,R,6600,R,195,R,6795,.,.,R,5496,R,195,R,5691,R,6600,R,195,R,6795,R,6600,R,195,R,6795,R,6600,R,195,R,6795,.,.,R,600,R,600,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8072,R,8072,R,8072,R,3416,R,3416,R,3416,R,3416,R,1824,R,1824,R,1824,R,1824
461032,R,4500,R,225,R,125,R,4500,R,225,R,125,R,4500,R,225,R,125,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4500,R,225,R,4725,R,4900,R,260,R,5160,R,4500,R,225,R,4725,R,4500,R,225,R,4725,.,.,R,4500,R,225,R,4725,R,4900,R,260,R,5160,R,4500,R,225,R,4725,R,4500,R,225,R,4725,.,.,R,4500,R,225,R,4725,R,4900,R,260,R,5160,R,4500,R,225,R,4725,R,4500,R,225,R,4725,.,.,R,600,R,700,R,600,R,700,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8072,R,8312,R,8456,R,8584,R,3416,R,3520,R,3584,R,3640,R,457,R,457,R,500,R,500
461120,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6000,R,800,A,.,R,6000,R,800,A,.,R,6000,R,800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
461139,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10400,R,1200,A,.,R,10400,R,1200,A,.,R,10400,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
461157,R,30250,R,0,A,.,R,30250,Z,0,A,.,R,30250,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,28500,R,0,R,28500,R,30250,R,0,R,30250,R,30250,R,0,R,30250,R,30250,R,0,R,30250,.,.,R,28500,R,0,R,28500,R,30250,R,0,R,30250,R,30250,R,0,R,30250,R,30250,R,0,R,30250,.,.,R,28500,R,0,R,28500,R,30250,R,0,R,30250,R,30250,R,0,R,30250,R,30250,R,0,R,30250,.,.,R,225,R,250,R,250,R,225,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12080,R,12080,R,12500,R,12500,R,5545,R,5600,R,5545,R,5545,R,9785,R,9785,R,9785,R,9785
461236,R,4800,R,325,R,200,R,4800,R,325,R,200,R,4800,R,325,R,200,R,6888,R,325,R,287,R,6888,R,325,R,287,R,6888,R,325,R,287,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4800,R,325,R,5125,.,.,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4800,R,325,R,5125,.,.,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4810,R,200,R,5010,R,4800,R,325,R,5125,.,.,R,1000,R,1000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12000,R,12000,R,12000,R,12000,R,5000,R,7000,R,7000,R,7000,R,10000,R,10000,R,10000,R,10000
461281,R,9600,R,880,R,400,R,9600,R,880,R,400,R,9600,R,880,R,400,R,11700,R,1040,R,650,R,11700,R,1040,R,650,R,11700,R,1040,R,650,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4488,R,200,R,4688,R,5760,R,560,R,6320,R,7680,R,680,R,8360,R,9600,R,880,R,10480,.,.,R,4488,R,200,R,4688,R,5760,R,560,R,6320,R,7680,R,680,R,8360,R,9600,R,880,R,10480,.,.,R,4488,R,200,R,4688,R,5760,R,560,R,6320,R,7680,R,680,R,8360,R,9600,R,880,R,10480,.,.,R,1200,R,1000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6792,R,6000,R,6400,R,6400,R,3122,R,5360,R,5730,R,5730,R,2516,R,4160,R,4480,R,4480
461315,R,2160,R,500,R,90,R,2160,R,500,R,90,R,2160,R,500,R,90,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1920,R,440,R,2360,R,2160,R,500,R,2660,R,2160,R,500,R,2660,R,2160,R,500,R,2660,.,.,R,1920,R,440,R,2360,R,2160,R,500,R,2660,R,2160,R,500,R,2660,R,2160,R,500,R,2660,.,.,R,1920,R,440,R,2360,R,2160,R,500,R,2660,R,2160,R,500,R,2660,R,2160,R,500,R,2660,.,.,R,1100,R,1265,R,1265,R,1265,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5120,R,5120,R,5120,R,5120,R,2510,R,3550,R,3550,R,3550,R,2510,R,3550,R,3550,R,3550
461485,A,.,A,.,R,295,A,.,A,.,R,295,A,.,A,.,R,295,R,5310,R,350,R,295,R,5310,R,350,R,295,R,5310,R,350,R,295,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
461528,R,3360,R,160,R,140,R,3360,R,160,R,140,R,3360,R,160,R,140,R,5040,R,160,R,280,R,5040,R,160,R,280,R,5040,R,160,R,280,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2400,R,50,R,2450,R,3360,R,85,R,3445,R,3360,R,160,R,3520,R,3360,R,160,R,3520,.,.,R,2400,R,50,R,2450,R,3360,R,85,R,3445,R,3360,R,160,R,3520,R,3360,R,160,R,3520,.,.,R,2400,R,50,R,2450,R,3360,R,85,R,3445,R,3360,R,160,R,3520,R,3360,R,160,R,3520,.,.,R,200,R,200,R,200,R,200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9081,R,9100,R,9513,R,9513,R,3843,R,3900,R,4032,R,4032,R,2061,R,2100,R,2151,R,2151
461643,R,9275,R,600,A,.,R,9275,R,600,A,.,R,9275,R,600,A,.,R,18000,R,500,A,.,R,18000,R,500,A,.,R,18000,R,500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
461759,R,4320,R,300,R,180,R,4320,R,300,R,180,R,4320,R,300,R,180,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,.,.,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,.,.,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,R,4320,R,300,R,4620,.,.,R,1000,R,1000,R,1000,R,1000,A,.,R,8970,A,.,R,5970,A,.,R,808,A,.,R,808,R,8970,R,8970,R,8970,R,8970,R,808,R,808,R,808,R,808,R,808,R,808,R,808,R,808
461777,R,11076,R,110,A,.,R,11076,R,110,A,.,R,11076,R,110,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8750,R,0,R,8750,R,9750,R,100,R,9850,R,9950,R,110,R,10060,R,11076,R,110,R,11186,.,.,R,8750,R,0,R,8750,R,9750,R,100,R,9850,R,9950,R,110,R,10060,R,11076,R,110,R,11186,.,.,R,8750,R,0,R,8750,R,9750,R,100,R,9850,R,9950,R,110,R,10060,R,11076,R,110,R,11186,.,.,R,750,R,939,R,1020,R,1202,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12071,R,12180,R,12520,R,12520,R,4579,R,4620,R,4620,R,4630,R,2742,R,4620,R,4630,R,4750
